PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LD_TYPE|LOT_SIZE|ACRE
LD|71280483|E0000MAS|E24601|ACT|195000|15|north farms rd||535||01060|N|5|11/8/2011 8:04:00 AM|31|B|217800|5
LD|71280497|M8000566|AC0643|ACT|195000|305|Mountain Road||855||01095|N|6|8/29/2011 1:30:00 PM|63|A|337157|7.74
LD|71280527|C9445137|C95236|EXT|325000|21-A|Bennett Road||361||01921|N|1|8/30/2011 9:44:00 AM|1|A|261360|6
LD|71280564|BB808404|BB4557|ACT|130000|Lot 15|Maple||171||02767|N|0|8/29/2011 3:22:00 PM|0|A|35000|0.8
LD|71280685|M9502607|M39603|ACT|599000|75|Peck Brothers Road||865|22P|01057|N|15|3/12/2012 11:58:00 AM|32767|B|3876840|89
LD|71280744|J0001066|J63000|ACT|70000|Lot 1|Jacob St||857||01020|N|0|8/30/2011 9:28:00 AM|0|A|17713|0.41
LD|71280969|E8000019|E32501|ACT|115000|0|River||522||01342|N|1|8/30/2011 4:03:00 PM|1|A|295336|6.78
LD|71280971|NB110825|AC0565|PCG|144000|1211|meridian street||161||02720|N|6|8/30/2011 4:06:00 PM|63|A|24785|0.56
LD|71281110|K9500060|K95327|ACT|265000|Lot 10|Blackthorn Road||409||01545|N|1|8/31/2011 9:45:00 AM|1|A|26000|0.6
LD|71281127|BB803281|A95517|ACT|540400|265|Monponsett St||206||02338|N|5|8/31/2011 10:06:00 AM|31|A|535788|12.3
LD|71281143|A9501186|AC0173|ACT|689000|24|Seconsett Island Rd||111|20R|02649|N|9|8/31/2011 10:42:00 AM|511|A|33541|0.77
LD|71281237|BB922649|BB5884|ACT|40000|0|Old Greenough Rd.||1070||03579|U|1|8/31/2011 1:13:00 PM|1|A|54014|1.24
LD|71281242|BB922649|BB5884|ACT|50000|0|Old Greenough Rd.||1070||03579|U|1|8/31/2011 1:21:00 PM|1|A|66211|1.52
LD|71281245|BB922649|BB5884|ACT|60000|0|Old Greenough Rd.||1070||03579|U|1|8/31/2011 1:26:00 PM|1|A|97574|2.24
LD|71281339|BB800283|BB4455|ACT|99900|Lot 15|Appaloosa Way||173||02780|N|1|8/31/2011 3:37:00 PM|1|A|15000|0.34
LD|71281378|CT005233|FR0059|ACT|119900|0|Wilbur Ave (Ns)||164||02777|N|1|8/31/2011 4:37:00 PM|1|A|499197|11.46
LD|71281431|G8000263|BB9572|ACT|400000|658|Andover St||372||01852|N|11|8/31/2011 6:51:00 PM|2047|A|71656|1.64
LD|71281561|A0000457|BB2685|ACT|139900|13|spring street||210||02364|N|4|9/1/2011 10:28:00 AM|15|A|20473|0.47
LD|71281565|A0000457|BB2685|ACT|132900|15|Spring St||210||02364|N|2|9/1/2011 10:30:00 AM|3|A|27323|0.63
LD|71281589|CT004102|C95145|ACT|659000|62|Rollins Rd||1006||03810|N|10|12/27/2011 4:11:00 PM|1023|A|62726|1.44
LD|71281611|CT002846|H95146|ACT|1400000|239|Fisher Rd||455||01420|N|7|3/1/2012 5:19:00 PM|127|A|2025540|46.5
LD|71281670|M8001574|E19101|ACT|125000|29|Coleman Rd||861||01073|N|1|9/1/2011 12:49:00 PM|1|A|60022|1.38
LD|71281761|FR000049|FR0046|ACT|139900|46-(B)|Cold Brook Lane||157||02747|U|1|9/1/2011 2:58:00 PM|1|A|43560|1
LD|71281780|FR000049|FR0046|ACT|169000|0|Old Fall River Road||157||02714|U|1|9/1/2011 3:14:00 PM|1|A|1180040|27.08
LD|71281806|H7000006|AC1229|ACT|39900|Lot527-528|Lakeview Dr||463||01430|N|5|9/15/2011 12:28:00 PM|31|A|30000|0.69
LD|71281845|A8000368|A01801|ACT|179000|Lot 140|Cromesett Rd||117||02571|N|3|9/1/2011 4:35:00 PM|7|A|46609|1.07
LD|71282018|CT000735|A95423|ACT|125000|57|Boardley Rd||115||02563|N|2|9/2/2011 9:42:00 AM|3|A|89734|2.06
LD|71282068|FR800032|AC0510|ACT|237500|44|Allen Street||207||02359|N|1|9/2/2011 11:11:00 AM|1|A|43573|1
LD|71282115|A9500053|A19401|ACT|99900|15|Giffords Corner Rd||150||02738|Y|5|10/29/2011 11:53:00 AM|31|A|16372|0.38
LD|71282139|NB112275|AC1472|ACT|350000|140|Birch||188||02351|N|1|9/2/2011 12:46:00 PM|1|A|152460|3.5
LD|71282175|K0001584|K01189|ACT|69900|Lot 1|Reservoir St.||413||01520|N|1|12/2/2011 10:38:00 AM|1|A|74063|1.7
LD|71282212|C8000990|C95236|ACT|225000|99-A|Mill Street||321||01949|N|5|3/9/2012 11:08:00 AM|31|A|40020|0.92
LD|71282368|E0000MAS|E24601|ACT|15900|31|damon pond rd.||531||01012|N|2|9/3/2011 8:10:00 AM|3|A|14810|0.34
LD|71282410|BB923164|BB9566|ACT|249000|0|Till Rock||203||02061|N|1|9/3/2011 11:48:00 AM|1|A|108900|2.5
LD|71282481|TEAM0204|G80034|ACT|100000|0|Beebe Rd L:11||865||01057|N|2|9/3/2011 5:57:00 PM|3|A|357191|8.19
LD|71282487|TEAM0288|K95467|ACT|175000|28|Sargent St.||420|18X|01524|N|12|9/3/2011 8:14:00 PM|4095|A|272250|6.25
LD|71282510|M0000135|M13800|ACT|42900|116|Granville Rd.||863||01077|N|1|9/9/2011 8:45:00 AM|1|A|60000|1.38
LD|71282549|E00PHPLE|E36402|ACT|78500|Lots 1 & 2|Alden Lane||538||01070|N|10|9/4/2011 1:14:00 PM|1023|A|337546|7.74
LD|71282594|E00PHPLE|E36402|ACT|225000|39 & 49|Ridge View||530||01062|N|11|9/7/2011 2:54:00 PM|4095|A|47044|1.08
LD|71282638|C9500205|NB1265|ACT|1545000|116|Boston Street,||322||01983|N|6|9/6/2011 2:40:00 PM|63|A|348480|8
LD|71282714|K8001991|K95416|ACT|125000|15|Tuttle Road||434||01590|N|6|9/7/2011 10:53:00 AM|63|A|158408|3.64
LD|71282817|K9500526|K95581|ACT|595000|16|Worcester Rd||430||01507|N|1|9/6/2011 8:57:00 AM|1|C|130680|3
LD|71283026|M9500646|G80034|ACT|179900|285|Three Rivers Road||855||01095|U|1|9/6/2011 12:11:00 PM|1|A|944381|21.68
LD|71283037|CT000919|AC0153|ACT|550000|0|West Side Road||2031||02807|N|4|10/17/2011 2:16:00 PM|31|A|82764|1.9
LD|71283117|K0002068|AC1098|ACT|249999|708|South St||409||01545|N|1|9/6/2011 1:45:00 PM|1|A|43921|1.01
LD|71283186|C9500448|AC0805|ACT|149900|24|High St.||345||01952|N|7|9/6/2011 2:48:00 PM|127|A|36675|0.84
LD|71283243|K9500526|K95581|ACT|689000|100|S Main St||420|18X|01524|N|1|9/6/2011 3:47:00 PM|1|C|108900|2.5
LD|71283256|K0001853|K95535|ACT|80000|0|Southbridge Rd Rt 131||429||01570|N|3|9/6/2011 4:22:00 PM|7|A|98010|2.25
LD|71283469|BB980958|BB1305|ACT|300000|Lot 1|Fisher Street||31||02081|N|7|9/6/2011 9:26:00 PM|127|A|47507|1.09
LD|71283507|BB910431|AC0111|ACT|49900|Lot 23|Dimmock Rd||574||01253|N|11|1/16/2012 5:13:00 PM|2047|A|496584|11.4
LD|71283795|J0001478|M95395|ACT|20000|270-272|Pine St||858||01040|N|1|9/7/2011 1:18:00 PM|1|A|4125|0.09
LD|71283902|A9501225|A95264|ACT|359000|12|Parsonage Way||115|SAW|02563|N|2|9/7/2011 2:33:00 PM|3|A|40075|0.92
LD|71283930|E0000GBJ|E32501|ACT|35500|0|Wendell Road||503||01355|N|1|9/7/2011 2:49:00 PM|1|A|60548|1.39
LD|71284038|B0469161|B95179|ACT|20000|0 (aka 9A)|Oriental St||401||01613|N|2|9/7/2011 4:18:00 PM|3|A|7000|0.16
LD|71284051|D0009961|G62113|ACT|159000|1393&1415|Lakeview Avenue||371||01826|N|1|9/21/2011 12:06:00 PM|1|C|30375|0.7
LD|71284070|M9500565|M95395|ACT|139900|49|Mount Hitchcock Rd||870||01081|N|10|9/7/2011 5:06:00 PM|1023|A|1030237|23.65
LD|71284147|K9500532|K95560|ACT|50000|199|Old Douglas Rd||426||01083|N|1|9/23/2011 4:36:00 PM|1|A|98884|2.27
LD|71284486|FR000674|NB1609|ACT|125000|68|County Rd||162|EFT|02717|U|4|9/8/2011 12:04:00 PM|15|A|71092|1.63
LD|71284564|K0002068|AC1098|ACT|159999|Lot 1|Green Street||409||01545|N|1|9/8/2011 1:22:00 PM|1|A|27400|0.63
LD|71284591|FR000012|FR0046|ACT|145000|145|Mouse Mill Rd||160||02790|N|4|9/8/2011 1:48:00 PM|15|A|47044|1.07
LD|71284606|BB981296|BB1175|ACT|297000|0|Washington St.||34||02038|N|1|9/8/2011 2:12:00 PM|1|A|544979|12.51
LD|71284732|BB300796|BB3439|ACT|155000|Lot A|Mt. Hope St||68||02760|N|6|12/15/2011 2:27:00 PM|63|A|20296|0.47
LD|71284761|FR000028|FR0033|ACT|189000|0|Carolyn Ct (Ws)||164||02777|N|2|9/8/2011 4:44:00 PM|3|A|60112|1.38
LD|71284921|A0001662|A95247|ACT|299900|160|Chief Justice Cushing Hwy||202||02066|N|5|9/9/2011 7:39:00 AM|31|A|146797|3.37
LD|71285019|M9500646|G80034|ACT|29000|89|Stafford Rd||870||01081|N|0|9/9/2011 10:39:00 AM|0|A|49658|1.14
LD|71285030|FR000264|FR0212|ACT|950000|00|Braley Rd||156|NFN|02745|N|2|9/9/2011 10:55:00 AM|3|C|436907|10.03
LD|71285034|C9500424|AC1019|ACT|289900|0|Beede Hill Road||1078||03044|Y|6|10/28/2011 9:50:00 AM|63|A|3310560|76
LD|71285039|K9500776|K95084|ACT|99000|38|Sacarrappa Road||431||01540|N|0|9/9/2011 11:18:00 AM|0|A|60983|1.4
LD|71285199|BB904924|BB4624|ACT|899000|471|Leonard Street||171||02767|N|8|9/11/2011 7:18:00 AM|255|B|3920400|90
LD|71285208|BB807949|AC1556|ACT|149900|Lot 1|Chestnut Street||175||02769|N|2|9/9/2011 2:24:00 PM|3|A|60294|1.38
LD|71285416|BB302665|BB5990|ACT|1675000|2|Burgess Lane||24||02026|N|8|9/9/2011 7:09:00 PM|255|A|305687|7.02
LD|71285429|BB800506|BB5230|ACT|725000|1283|Central Avenue||54||02492|N|2|9/9/2011 8:23:00 PM|3|A|81756|1.88
LD|71285478|CT004244|A95541|ACT|129900|274|GLEN CHARLIE ROAD||117||02343|N|8|9/10/2011 7:02:00 AM|255|A|21344|0.49
LD|71285498|H1767364|H95114|ACT|29900|Lot A|New Ipswich Road||462||01431|N|1|9/10/2011 9:46:00 AM|1|A|80187|1.84
LD|71285501|D0005493|D81001|ACT|75000|1B|High||463||01430|N|0|9/10/2011 9:50:00 AM|0|A|48075|1.1
LD|71285593|C7000051|AC0036|ACT|149890|17|Ferry Lots||345||01952|N|7|9/10/2011 2:22:00 PM|127|A|100978|2.32
LD|71285611|BB808564|AC1234|ACT|385000|Lot|Chatfield Ln||104||02633|U|0|9/10/2011 3:12:00 PM|0|A|19166|0.44
LD|71285645|FR000005|FR0016|ACT|110000|Lot 4|Charlotte White Road||160||02790|N|1|9/16/2011 4:56:00 PM|1|A|60000|1.38
LD|71285646|FR000005|FR0016|ACT|110000|Lot 5|Charlotte White Road||160||02790|N|1|9/16/2011 4:57:00 PM|1|A|60762.7|1.39
LD|71285648|FR000005|FR0016|ACT|110000|Lot 6|Charlotte White Road||160||02790|N|1|9/16/2011 4:57:00 PM|1|A|61924.93|1.42
LD|71285649|FR000005|FR0016|ACT|115000|Lot 7|Main Road||160||02790|N|1|9/16/2011 4:57:00 PM|1|A|60000|1.38
LD|71285776|BB982382|BB9951|EXT|175000|0|Old Bedford Road||160||02790|N|1|9/11/2011 4:15:00 PM|1|A|435600|10
LD|71285778|BB982382|BB9951|EXT|350000|0|Old Bedford Road||160||02790|N|1|9/11/2011 4:15:00 PM|1|A|3528360|81
LD|71285779|BB982382|BB9951|EXT|424000|0|Blossom Road||160||02790|N|13|9/11/2011 4:16:00 PM|8191|A|1106424|25.4
LD|71285890|E8000071|AC1636|ACT|130000|1089|Westhampton Rd||530||01062|N|2|9/12/2011 8:54:00 AM|3|A|192971|4.43
LD|71285892|E8000071|AC1636|ACT|130000|1091|Westhampton Rd||530||01062|N|2|9/12/2011 8:55:00 AM|3|A|179467|4.12
LD|71285893|E8000071|AC1636|ACT|130000|1093|Westhampton Rd||530||01062|N|2|9/12/2011 8:55:00 AM|3|A|152896|3.51
LD|71286101|C9500424|AC1019|ACT|69900|11|Valerie Way||1188||03873|Y|2|9/12/2011 1:03:00 PM|3|C|126324|2.9
LD|71286102|C9500424|AC1019|ACT|69900|5|Valerie Way||1188||03873|Y|2|9/12/2011 1:05:00 PM|3|C|135036|3.1
LD|71286105|C9500424|AC1019|ACT|69900|9|Valerie Way||1188||03873|Y|2|9/12/2011 1:08:00 PM|3|C|108900|2.5
LD|71286151|TEAM0087|BB5915|ACT|525000|39|S Canal St||364||01843|N|1|9/12/2011 1:56:00 PM|1|C|110826|2.54
LD|71286155|M0000284|M28100|ACT|19500|2,3|Oakwood & Echo||869||01010|N|2|9/12/2011 2:00:00 PM|3|A|17000|0.39
LD|71286173|BB910778|AC1447|ACT|1500000|1591|Broadway||311||01906|N|1|9/13/2011 12:07:00 PM|1|C|319730|7.34
LD|71286174|M0000284|M28100|ACT|33000|16|Tiderman Rd||870||01081|N|2|9/12/2011 2:16:00 PM|3|A|62291|1.43
LD|71286179|BB901587|BB2012|ACT|225000|Lot 3|Old Pleasant Street||181||02324|N|3|10/11/2011 9:31:00 AM|7|A|599477|13.76
LD|71286209|CT005456|NB5116|ACT|95000|609|N Main St||185||02301|Y|1|9/12/2011 2:43:00 PM|1|C|3049|0.07
LD|71286269|K9503031|K01222|ACT|99900|120|White Birch St||420||01524|N|1|9/12/2011 3:49:00 PM|1|A|119746|2.75
LD|71286299|M0000562|M95224|ACT|60000|0|Johnson Hill Rd||833||01011|N|1|9/12/2011 4:21:00 PM|1|A|854212|19.61
LD|71286312|BB806337|AC0790|ACT|124900|00|Medeiros||157||02747|N|1|9/12/2011 4:40:00 PM|1|A|44866|1.03
LD|71286317|CT005456|NB5116|ACT|232750|227|Glen Charlie Rd||117|EWA|02538|Y|1|9/12/2011 4:40:00 PM|1|A|777110|17.84
LD|71286401|H6383848|H80006|ACT|110000|Lot 2A|Townsend Hill Rd.||461||01469|N|1|9/13/2011 12:08:00 PM|1|A|108464|2.49
LD|71286435|E9500700|AC0305|ACT|250000|0|Seaside Village Road||119|BAS|02664|N|4|9/25/2011 11:29:00 AM|15|A|13939|0.32
LD|71286436|E9500700|AC0305|ACT|59000|4|Ernest||119|WYA|02664|N|2|9/12/2011 8:42:00 PM|3|A|6534|0.15
LD|71286530|K0002568|K01330|ACT|250000|135|west Main St.||421||01562|N|1|9/13/2011 9:32:00 AM|1|C|72878|1.67
LD|71286540|C8000677|C95192|EXT|149000|Lot 4|Boulder Way||312||01904|N|3|9/13/2011 9:17:00 AM|7|A|10471|0.24
LD|71286541|C8000677|C95192|EXT|149000|Lot 2|Boulder Way||312||01904|N|3|9/13/2011 9:18:00 AM|7|A|10000|0.23
LD|71286545|C8000677|C95192|EXT|169000|Lot 7|Boulder Way||312||01904|N|3|9/13/2011 9:20:00 AM|7|A|12860|0.3
LD|71286556|BB800438|BB5126|ACT|345000|0|Pebblebrook Drive||180||02346|N|2|9/13/2011 9:36:00 AM|3|A|334105|7.67
LD|71286665|G0001239|G25600|ACT|1250000|63B|Willow Road||361||01921|N|5|9/20/2011 4:56:00 PM|31|A|1293732|29.7
LD|71286679|K0003096|K01272|ACT|54900|"lot A"|Dennis Whitney Road||417||01531|N|7|9/13/2011 12:44:00 PM|127|A|135036|3.1
LD|71286890|A0000773|A98038|ACT|179900|175|Beechwood St||201||02025|N|1|9/13/2011 4:21:00 PM|1|A|10500|0.24
LD|71286928|C9501158|C80006|ACT|247000|41/43|Riverview Road||326||01930|N|1|10/4/2011 2:42:00 PM|1|A|15930|0.37
LD|71286968|B0384189|B95198|ACT|1250000|113|HAVERHILL STREET||303||01864|N|1|9/13/2011 6:26:00 PM|1|A|93218|2.14
LD|71286983|TEAM0130|C70100|ACT|49900|165|Bourque Road||313||01940|N|1|9/14/2011 10:32:00 AM|1|A|8750|0.2
LD|71287050|K9500560|K95274|ACT|49900|Lot B|Adams Road||417||01531|N|0|9/13/2011 10:55:00 PM|0|A|147668|3.39
LD|71287126|BB981469|BB4907|ACT|157900|lot 1|Bay Road||184||02356|N|0|9/14/2011 9:08:00 AM|0|A|158558|3.64
LD|71287128|BB981469|BB4907|ACT|157900|Lot 2|Bay Road||184||02356|N|0|9/14/2011 9:09:00 AM|0|A|125017|2.87
LD|71287162|BB903081|BB9814|ACT|1500000|225|Mill Street||171||02767|N|11|9/14/2011 10:02:00 AM|2047|A|3005640|69
LD|71287268|H7420530|H20900|ACT|58900|Land|East Rindge Rd.||463||01430|N|0|9/14/2011 12:43:00 PM|0|A|914760|21
LD|71287619|K0002255|K95398|ACT|110000|0|Hunt Rd||418||01068|N|12|9/16/2011 11:23:00 AM|4095|A|895594|20.56
LD|71287700|A0000197|A16601|ACT|694900|10|Whitehead Ave||196|17X|02045|N|7|9/15/2011 8:15:00 AM|127|A|28584|0.66
LD|71287747|BB922556|BB5782|ACT|190000|Lot 50|Holly Pond Road||150||02738|N|4|9/15/2011 9:51:00 AM|15|A|69260|1.59
LD|71287779|BB806337|AC0790|ACT|225000|Lot 2|Ledgemont||157||02748|N|1|9/16/2011 7:24:00 AM|1|A|40510|0.93
LD|71287796|BB806337|AC0790|ACT|235000|Lot 5|Ledgemont||157||02748|N|1|9/16/2011 7:26:00 AM|1|A|40075|0.92
LD|71287809|BB806337|AC0790|ACT|250000|Lot 7|Ledgemont||157||02748|N|1|9/16/2011 7:26:00 AM|1|A|43124|0.99
LD|71287822|BB806337|AC0790|ACT|195000|Lot 3|Ledgemont||157||02748|N|1|9/16/2011 7:27:00 AM|1|A|44431|1.02
LD|71287875|BB809674|BB5697|EXT|525000|0|Orcuttville Road||3135||06076|N|7|9/15/2011 2:45:00 PM|127|A|1873080|43
LD|71287905|E0000SCS|M95341|ACT|99000|152|Ashfield  Road, lot 1||535||01096|N|2|9/20/2011 12:56:00 AM|3|A|174675|4.01
LD|71287928|E0000SCS|M95341|ACT|99000|152|Ashfield Road, lot 2||535||01096|N|2|9/20/2011 12:57:00 AM|3|A|183823|4.22
LD|71287938|E0000SCS|M95341|ACT|99000|152|Ashfield Road, lot 3||535||01096|N|2|9/20/2011 12:57:00 AM|3|A|183387|4.21
LD|71287960|E0000SCS|M95341|ACT|99000|152|Ashfield Road, lot 4||535||01096|N|2|9/20/2011 12:58:00 AM|3|A|178595|4.1
LD|71287962|BB802070|BB9180|ACT|75000|44R|Pershing Ave||46||01702|N|1|9/15/2011 1:52:00 PM|1|A|138956|3.19
LD|71287983|E0000SCS|M95341|ACT|99000|152|Ashfield Road, lot 5||535||01096|N|2|9/20/2011 12:59:00 AM|3|A|177289|4.07
LD|71288008|A8002039|NH0049|ACT|35000|26|Foxglove Road||1079||03249|N|1|9/15/2011 2:30:00 PM|1|A|30927|0.71
LD|71288063|E0000SCS|M95341|ACT|79000|152|Ashfield Road, lot 9||535||01096|N|2|9/20/2011 1:00:00 AM|3|A|121967|2.8
LD|71288074|E0000SCS|M95341|ACT|79000|152|Ashfield Road, lot 10||535||01096|N|2|9/20/2011 1:00:00 AM|3|A|121967|2.8
LD|71288112|A0001214|A00505|ACT|289000|Lot 12|Bayberry Lane||203||02061|N|1|11/18/2011 2:17:00 PM|1|A|21780|0.5
LD|71288199|K0001989|BB9805|ACT|99900|0|Brisson||33||02019|N|1|9/15/2011 5:49:00 PM|1|A|231303|5.31
LD|71288331|BB806337|AC0790|ACT|149900|Lot 5|Kendyl Lane||162||02717|N|1|9/20/2011 9:00:00 AM|1|A|70131|1.61
LD|71288338|BB806337|AC0790|ACT|149900|Lot 6|Kendyl Lane||162||02717|N|1|9/20/2011 9:00:00 AM|1|A|78843|1.81
LD|71288346|BB806337|AC0790|ACT|149900|Lot 8|Kendyl Lane||162||02717|N|1|9/20/2011 9:01:00 AM|1|A|78843|1.81
LD|71288349|C0001961|C95129|ACT|339900|Lot 5|Flying Fox Circle||321||01949|N|5|10/5/2011 1:18:00 PM|31|A|41625|0.96
LD|71288403|BB910912|BB5618|ACT|109900|90|Chestnut Hill Rd||437||01529|N|2|9/16/2011 10:28:00 AM|3|A|313632|7.2
LD|71288420|BB801207|BB3055|ACT|49900|Lot 19A|Beacon Park L:6||185||02303|N|1|9/16/2011 10:52:00 AM|1|A|12975|0.29
LD|71288430|M0000088|BB3028|ACT|209900|Lot 1|Pitcher Street||838||01085|N|4|9/16/2011 11:09:00 AM|15|A|247856|5.69
LD|71288538|FR000795|FR0163|ACT|49900|0|Shore Drive||151||02739|N|6|9/16/2011 1:27:00 PM|63|A|6306|0.14
LD|71288553|CT005034|BB5992|ACT|12000|273|Sw Main St||433||01516|N|6|9/16/2011 1:47:00 PM|63|D|12102|0.28
LD|71288558|G0000153|G23401|ACT|349000|5|Tucker Rd||363|SAD|01810|N|2|9/16/2011 1:56:00 PM|3|A|65776|1.51
LD|71288616|FR001074|FR0216|ACT|159900|Lot 13|James Birch Ln||164||02777|N|3|9/16/2011 2:45:00 PM|7|A|13121|0.3
LD|71288620|FR001074|FR0216|ACT|169900|Lot 1|James Birch Ln||164||02777|N|4|9/16/2011 2:47:00 PM|15|A|15418|0.35
LD|71288627|FR001074|FR0216|ACT|159900|Lot 11|James Birch Ln||164||02777|N|3|9/16/2011 2:53:00 PM|7|A|13214|0.3
LD|71288680|BB301841|BB9368|ACT|285000|46|River St||29||02062|N|2|9/16/2011 3:50:00 PM|3|A|62030|1.42
LD|71288690|F00187RW|F18701|ACT|4500000|81|East Main Street||351||01860|N|0|9/16/2011 4:04:00 PM|0|C|1629144|37.4
LD|71288902|BB802540|BB4519|ACT|235500|17|Amber Drive||38|42M|02093|N|4|9/17/2011 12:18:00 PM|15|A|87000|2
LD|71289062|C9500261|AC0959|ACT|499000|110 & 116|Whitehall Road||346||01913|N|10|10/11/2011 7:00:00 AM|1023|A|376358|8.64
LD|71289068|C9500249|C95039|ACT|99900|196|King Street||353||01834|N|1|9/18/2011 12:23:00 PM|1|A|30000|0.69
LD|71289101|K7000035|K95257|ACT|48900|72|Wire Village Road||421||01562|N|8|10/12/2011 10:29:00 AM|255|A|64416|1.48
LD|71289188|BB981474|BB6003|ACT|999900|5A|Fernway||44||01890|N|1|9/19/2011 7:58:00 AM|1|A|21000|0.48
LD|71289203|E0000JAL|E31301|ACT|58000|Lot 2.1|West Road||504||01379|N|1|9/19/2011 8:58:00 AM|1|A|373309|8.57
LD|71289289|BB981355|BB5454|ACT|75000|Lot 2|Short Street||173|34N|02780|N|1|9/19/2011 11:11:00 AM|1|A|229997|5.28
LD|71289306|BB807989|AC0959|ACT|329000|81|Ledge Rd||1190||03874|N|3|9/19/2011 11:14:00 AM|7|C|104980|2.41
LD|71289400|C8000567|C67700|ACT|299000|052&063|quinn||312||01904|N|1|9/19/2011 1:29:00 PM|1|A|171467|3.94
LD|71289527|C8001146|NB1610|ACT|40000|29|Moat View Drive||1002||03818|N|2|9/19/2011 3:39:00 PM|3|A|108900|2.5
LD|71289547|A9501603|AC0302|ACT|549000|71|Shell||104|NCH|02650|N|3|9/19/2011 4:08:00 PM|7|A|47045|1.08
LD|71289703|BB903639|G95166|ACT|200000|330|Berlin Rd||405||01752|N|9|9/20/2011 2:08:00 PM|511|A|43560|1
LD|71289708|TEAM0370|AC0898|ACT|199000|0|Spencer Rd P:2||418||01068|N|4|9/20/2011 7:26:00 AM|15|A|559746|12.85
LD|71289770|BB700499|BB5914|EXT|174900|0|Roulston RD||1228||03087|N|3|9/20/2011 10:29:00 AM|7|C|167706|3.85
LD|71289775|BB700499|BB5914|EXT|499900|0|Woodvue Rd||1228||03087|N|5|9/20/2011 10:28:00 AM|31|A|304920|7
LD|71289798|BB807267|BB4539|ACT|190000|393|Fairview Ave||175|28E|02769|N|2|9/20/2011 10:42:00 AM|3|A|60000|1.38
LD|71289887|BB902844|BB8192|ACT|79900|lot 1|N. Worcester||170||02766|N|1|9/21/2011 11:32:00 AM|1|A|44000|1.01
LD|71289968|BB800283|BB4455|ACT|157900|46-R|Elm St||172||02779|N|1|9/20/2011 2:23:00 PM|1|A|814136|18.69
LD|71289971|M0001512|M15000|ACT|139900|Lot 1|Capri Drive||853||01028|N|2|9/21/2011 12:14:00 PM|3|A|42972|0.99
LD|71289980|M0001512|M15000|ACT|149900|Lot 2|Capri Drive||853||01028|N|2|9/21/2011 12:15:00 PM|3|A|41197|0.95
LD|71290011|D9503054|AC1624|EXT|1000000|28|Webster Street||54||02494|N|2|9/20/2011 2:52:00 PM|3|A|44396|1.02
LD|71290018|M0001512|M15000|ACT|139900|Lot 29|Capri Drive||853||01028|N|2|9/21/2011 12:16:00 PM|3|A|40359|0.93
LD|71290105|K9502991|K01050|ACT|133900|57|Sunnyside Avenue||413||01520|N|6|9/20/2011 4:23:00 PM|63|A|37461|0.86
LD|71290124|H9423856|H10900|ACT|39000|465|Mellen Rd, Lot 10||466||01475|N|2|9/20/2011 4:35:00 PM|3|A|282291|6.48
LD|71290126|H8000485|BB9093|EXT|185000|0|Coventry Road||1011||03811|N|13|9/20/2011 4:35:00 PM|8191|A|2.35|0
LD|71290127|K0001697|K01171|ACT|139900|10|Linda Circle||434||01590|N|12|9/20/2011 4:36:00 PM|4095|A|696374|15.99
LD|71290270|TEAM0204|G80034|ACT|90000|13|Stewart Ave||865||01057|N|3|9/21/2011 6:03:00 AM|7|A|20908|0.48
LD|71290306|K9502253|K01136|EXT|135000|10|Lydia Lane (Lot 5)||441||01757|N|3|9/21/2011 9:19:00 AM|7|A|24795|0.57
LD|71290311|TEAM0204|G80034|ACT|109900|Lot 5|South St.||867||01007|N|3|9/21/2011 9:28:00 AM|7|B|529983|12.16
LD|71290549|BB954137|AC1556|ACT|140000|10|Evelyn Way||70|31F|02771|N|13|10/4/2011 2:26:00 PM|8191|A|20108|0.46
LD|71290557|BB954137|AC1556|ACT|145000|8|Evelyn Way||70|31F|02771|N|13|10/4/2011 2:28:00 PM|8191|A|20372|0.47
LD|71290565|BB954137|AC1556|ACT|155000|6|Evelyn Way||70|31F|02771|N|13|10/4/2011 1:47:00 PM|8191|A|15118|0.35
LD|71290567|BB954137|AC1556|ACT|140000|3|Haylee Court||70|31F|02771|N|13|10/4/2011 1:49:00 PM|8191|A|21259|0.49
LD|71290569|BB954137|AC1556|ACT|140000|7|Olivia Way||70|31F|02771|N|13|10/4/2011 1:51:00 PM|8191|A|16134|0.37
LD|71290570|BB954137|AC1556|ACT|130000|4|Olivia Way||70|31F|02771|N|12|10/4/2011 1:56:00 PM|4095|A|41207|0.95
LD|71290573|BB954137|AC1556|ACT|155000|13|Haylee Court||70|31F|02771|N|12|10/4/2011 2:01:00 PM|4095|A|31454|0.72
LD|71290577|BB954137|AC1556|ACT|145000|Lot 49 A|Richard Banna Way||70|31F|02771|N|13|10/4/2011 2:21:00 PM|8191|A|28828|0.66
LD|71290580|BB954137|AC1556|ACT|135000|15|Richard Banna Way||70|31F|02771|N|13|10/4/2011 2:24:00 PM|8191|A|20937|0.48
LD|71290583|BB954137|AC1556|ACT|135000|13|Richard Banna Way||70|31F|02771|N|13|10/4/2011 2:22:00 PM|8191|A|23660|0.54
