PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LD_TYPE|LOT_SIZE|ACRE
LD|70990980|H1303251|H31800|ACT|100000|0|Neale Road||467||01331|N|2|11/19/2009 11:05:00 AM|3|A|1481040|34
LD|70990993|BB805100|BB0105|ACT|450000|675|General Edwards Hwy||30||02067|N|1|10/19/2009 12:07:00 PM|1|C|291852|6.7
LD|70992153|BB903339|BB2050|ACT|379000|62|Old Littleton Road Lot 1||452||01451|N|1|10/21/2009 2:12:00 PM|1|A|262251|6.02
LD|70993047|C9501049|C75000|ACT|299900|Lot A|1 Lakeshore Ave||319||01915|N|1|10/23/2009 11:09:00 AM|1|A|22000|0.5
LD|70993051|C9501049|C75000|ACT|229900|Lot B|1 Lakeshore Ave||319||01915|N|1|10/23/2009 11:13:00 AM|1|A|22000|0.5
LD|70993053|C9501049|C75000|ACT|299900|Lot D|1 Lakeshore Ave||319||01915|N|1|10/23/2009 11:17:00 AM|1|A|22000|0.5
LD|70993826|M0000503|BB3028|ACT|195000|Lot 48|Cummington Road||533||01098|N|6|10/26/2009 7:15:00 AM|63|A|740520|17
LD|70994366|M9502591|AC1844|ACT|29900|0|Chipman Rd||537||01243|N|3|10/27/2009 10:30:00 AM|7|A|185566|4.26
LD|70994735|M9502330|M95283|ACT|65000|0|Marjorie Street||868||01082|N|1|10/27/2009 7:18:00 PM|1|A|72112|1.65
LD|70994989|BB803475|BB2051|ACT|650000|Lot 3|Covered Bridge Lane/Rice Road||52||01778|N|2|9/29/2010 11:00:00 PM|3|A|56055|1.28
LD|70996774|FR000044|FR0008|ACT|850000|2-B C D|Old Main Rd. Lots 13,14,15||2001||02837|N|2|2/15/2010 4:06:00 PM|3|A|1163050|26.69
LD|70997592|BB922701|BB6030|ACT|549500|Lot 10A|Vine Street||574||01253|N|4|4/26/2011 3:32:00 PM|15|A|43995|1.01
LD|70999632|A0000014|A19401|ACT|3000000|462|Old Barnstable Rd.||111||02649|N|1|11/9/2009 4:55:00 PM|1|C|1045440|24
LD|70999944|H9565673|H21400|ACT|225000|1180|Ashby State Road||455||01420|N|6|11/10/2009 1:29:00 PM|63|A|1725609|39.61
LD|71001261|A9502476|A19401|ACT|299000|2701|Cranberry Highway||117||02571|N|1|11/18/2009 9:40:00 AM|1|C|190000|4.36
LD|71001296|FR000460|FR0186|ACT|290000|Lot 4|Deer Run||150||02738|U|2|6/5/2010 2:36:00 PM|3|A|383328|8.8
LD|71002179|E0000JMZ|M80028|ACT|99000|Lot 3|East Leverett Road||526||01002|U|1|11/16/2009 5:22:00 PM|1|A|78582|1.8
LD|71002574|A8000484|C58000|ACT|495000|427-C|Ipswich Road||361|EBX|01921|N|5|11/17/2009 6:03:00 PM|31|A|277477|6.37
LD|71002743|BB301885|BB2445|ACT|450000|Lot 19|Hanover Hill Subdivision||375||01741|U|4|5/25/2010 5:40:00 PM|15|A|89266|2.04
LD|71004802|BB802566|AC1635|ACT|124900|Lot A|Orange||433||01516|U|1|11/24/2009 3:12:00 PM|1|A|90052|2.06
LD|71004803|BB802566|AC1635|ACT|124900|Lot B|Orange||433||01516|U|1|11/24/2009 3:13:00 PM|1|A|109136|2.5
LD|71005409|E0000BJH|E21201|ACT|250000|LOT 9|AUDUBON RD||530||01060|N|2|6/28/2011 3:36:00 PM|3|A|595030|13.66
LD|71006276|BB903464|BB9589|ACT|1495000|18|Sanderson Lane||57||02493|N|1|12/1/2009 2:42:00 PM|1|A|66646|1.53
LD|71006544|C8002737|C95006|ACT|58000|46|Seabrook Road||345||01952|N|1|12/2/2009 12:47:00 AM|1|A|413820|9.5
LD|71006762|BB302018|BB4624|ACT|224900|Lot B|Cedar Street||180||02346|N|5|12/2/2009 1:51:00 PM|31|A|80000|1.83
LD|71006898|BB911114|NB1287|ACT|159000|62|Westford Rd||458||01432|N|1|12/2/2009 4:10:00 PM|1|A|106722|2.45
LD|71007787|K9502261|K01294|ACT|125000|198|Dana Ave||401||01604|N|1|12/16/2009 11:16:00 PM|1|A|9500|0.21
LD|71008496|E0000WHM|E36402|ACT|49900|0|Main Road||513||01340|N|4|5/18/2010 8:34:00 AM|15|A|127630|2.93
LD|71009472|C9501348|C70100|ACT|799000|154A|Newbury Street||315|PWE|01960|N|7|12/14/2009 2:52:00 PM|127|C|44867|1.03
LD|71010408|K0001901|K01211|ACT|149900|0|East County Rd||414||01543|N|1|12/14/2009 1:08:00 PM|1|A|1723669|39.57
LD|71010760|A9500889|A98050|ACT|50000|Lot 69-000|Union Bridge Rd||209||02332|N|1|12/15/2009 2:42:00 PM|1|A|21780|0.5
LD|71010795|BB810367|BB5884|ACT|16000|00|Riverside Drive||1021||03570|U|6|12/15/2009 3:30:00 PM|63|A|0.23|0
LD|71011524|H8000600|H95115|ACT|195000|300|Clark St.||465||01440|N|3|12/17/2009 10:30:00 PM|7|A|304920|7
LD|71011747|BB904879|BB5126|ACT|159900|Lot 4|Julians Way||174||02715|N|1|12/18/2009 3:51:00 PM|1|A|44491|1.02
LD|71011901|K0002694|K01196|ACT|75000|Lots 2 & 3|Southbridge Rd.||430||01507|N|4|6/9/2010 7:26:00 PM|15|B|202118|4.63
LD|71012421|C9389255|C75000|ACT|395000|195&197|Greenwood Ave||319|BEF|01915|N|5|12/22/2009 8:21:00 PM|31|A|244988|5.62
LD|71012476|TM006676|M80028|ACT|129900|Lot 9|Plumtree Road||524||01375|N|1|12/23/2009 11:15:00 AM|1|A|147979|3.39
LD|71013793|A9500889|A98050|ACT|75000|Lot 70-000|Union Bridge Rd||209||02332|N|1|12/31/2009 4:04:00 PM|1|A|23522|0.54
LD|71013837|BB807267|BB4539|ACT|149900|93B|Winter St||175|28G|02769|N|4|1/2/2010 9:21:00 AM|15|A|98712|2.26
LD|71014160|A9502442|A19401|ACT|149900|0|Shore Road||102|06D|02532|N|5|1/13/2010 7:19:00 PM|31|A|111077|2.55
LD|71014262|D0000248|D02001|ACT|2500000|84-90|Rangeway Road||374||01862|N|5|8/19/2010 2:24:00 PM|6|A|258001|5.92
LD|71014646|BB923579|BB3344|ACT|179000|0|FALL RIVER A/RACHEL||70|31C|02771|N|1|1/18/2010 2:27:00 PM|1|C|28314|0.65
LD|71015445|BB922701|BB6030|ACT|1500000|0|Mount Hunger Rd||576||01245|N|2|6/9/2011 10:58:00 AM|3|A|11717640|269
LD|71015471|BB922701|BB6030|ACT|995000|0|Mount Hunger Road||576||01245|N|2|6/9/2011 10:56:00 AM|3|A|5858820|134.5
LD|71015803|BB804313|BB5779|ACT|139900|13|Pelham Ave||46||01702|N|1|2/24/2010 11:21:00 AM|1|A|25265|0.58
LD|71015855|M0000166|M95311|ACT|104000|306|Fomer Rd||861||01073|N|2|1/10/2011 9:35:00 AM|3|A|125889|2.89
LD|71016102|E9500361|M80028|ACT|150000|0|Rocky Hill Road||527||01035|N|2|12/21/2011 11:09:00 AM|3|A|609784|13.99
LD|71017069|A8001626|A10080|ACT|345000|640|West St||209||02332|N|1|1/11/2010 5:33:00 AM|1|A|40075|0.92
LD|71017201|H6522469|K95580|ACT|275000|Lot 29|Oak Trail||451||01740|U|2|1/27/2012 4:07:00 PM|3|A|53861|1.23
LD|71017367|BB904912|BB4624|ACT|2999900|591|Walnut Street||183||02379|U|5|1/11/2010 1:10:00 PM|31|A|8167935|187.5
LD|71017629|FR000028|FR0033|ACT|140000|Lot 10|Sutherland Dr||163||02726|N|4|6/17/2010 1:44:00 PM|15|A|33173|0.76
LD|71018418|E0000EHC|M95332|ACT|79000|Lot 1|Northwest Road||540||01027|U|3|1/13/2010 12:40:00 PM|7|A|138085|3.17
LD|71019258|BB807941|BB9581|ACT|278000|3|Morse Lane||50|SNA|01760|N|19|1/1/2012 8:25:00 PM|524287|A|10894|0.25
LD|71019422|E0000BTM|E21201|ACT|40500|Lot 4|Cole Street||532||01026|U|1|1/15/2010 12:39:00 PM|1|A|207742|4.76
LD|71020645|BB803330|BB4539|ACT|110000|263|Fairview Ave||175||02769|N|7|1/31/2010 11:22:00 AM|127|A|60000|1.37
LD|71021132|F00187RW|F18701|ACT|749900|1 to 11|Quail Ridge Road||351||01860|N|1|1/20/2010 10:07:00 AM|1|A|982103.7|22.54
LD|71021207|F00187RW|F18701|ACT|324900|1|Bear Hill Rd||351||01860|N|3|9/23/2010 11:30:00 AM|7|C|73965|1.7
LD|71021796|BB301500|BB3261|ACT|1900000|Lot 4,6,40|Fiske Mill Road||441||01757|N|1|2/24/2010 2:26:00 PM|1|A|3197304|73.4
LD|71022566|J0000997|J61900|ACT|300000|Map 218-7|Northampton Street||858|16W|01040|N|4|1/25/2010 9:12:00 AM|15|A|846806|19.43
LD|71022686|C8000274|C95102|ACT|179000|153|Judge Rd||312||01904|N|1|1/23/2010 11:58:00 AM|1|A|28227|0.65
LD|71023337|A0000535|A29901|ACT|189000|1054-1062|Hanover St.||204||02339|N|1|1/31/2010 10:37:00 AM|1|C|97920|2.24
LD|71024146|TM006676|M80028|ACT|98500|6A - 96|Henry Street||526||01002|N|1|1/27/2010 11:28:00 AM|1|A|26000|0.59
LD|71025218|M9502531|AC0643|ACT|89000|1076|Glendale Road||855||01095|N|2|9/28/2010 2:36:00 PM|3|A|102499|2.35
LD|71025422|BB921369|BB5354|ACT|350000|0|Seapowet||2002||02878|N|6|1/4/2012 11:48:00 AM|63|A|95850|2.2
LD|71026663|BB953815|NB4126|ACT|300000|7|Main St||345||01952|N|3|2/1/2010 8:33:00 PM|7|C|22575|0.51
LD|71027184|FR000219|FR0068|ACT|199000|lOT 2|TABER LANE||160||02790|U|1|2/2/2010 4:47:00 PM|1|A|352400|8.09
LD|71027601|BB902374|BB5370|ACT|300000|0|Fellsway E||15|WTE|02148|N|1|2/3/2010 1:45:00 PM|1|A|50804|1.17
LD|71028031|BB910138|BB4624|ACT|60000|Lot 2|Oak||185||02301|N|2|10/5/2010 7:09:00 AM|3|A|12015|0.27
LD|71028059|G8000349|D95038|ACT|119900|25|Corrine Drive||371||01826|N|1|2/4/2010 10:38:00 AM|1|A|40076|0.92
LD|71028349|M0000692|M95201|ACT|69000|0|hospital road||865||04097|N|1|2/4/2010 4:15:00 PM|1|A|1241460|28.5
LD|71028711|H4385476|H17100|ACT|85000|Lot 1R|Ridge Rd Extension||472||01331|N|1|3/8/2012 11:38:00 AM|1|A|222155|5.1
LD|71029113|H0608435|H95174|ACT|79900|Lot 3|Fisher Road||455||01420|N|5|2/6/2010 3:04:00 PM|31|A|83186|1.9
LD|71029136|H0608435|H95174|ACT|89900|Lot 2|Fisher Road||455||01420|N|9|2/6/2010 3:39:00 PM|511|A|307577|7.06
LD|71029734|E00000SP|E80002|ACT|89900|Lot 1|Cave Hill Rd.||501||01054|N|1|2/8/2010 2:32:00 PM|1|A|148178|3.4
LD|71029866|C9500669|C03800|ACT|1495000|0|Keyes Road||465||01440|N|5|2/8/2010 4:48:00 PM|31|A|6838920|157
LD|71029869|FR000540|A95340|ACT|275000|0|Sol- E- Mar||157||02748|N|3|2/9/2010 2:19:00 PM|7|A|30056|0.68
LD|71030112|FR000044|FR0008|RAC|850000|Lot 11|William St||2003||02871|N|1|2/9/2010 10:40:00 AM|1|A|10019|0.23
LD|71030174|M9500139|M26501|ACT|189900|LOT 15|LAUREN LANE||863||01077|N|1|2/9/2010 12:03:00 PM|1|A|100077|2.29
LD|71032181|BB923717|BB9039|ACT|399000|0|Clubhouse Rd||835||01034|N|12|4/1/2010 6:18:00 PM|4095|A|1419620|32.59
LD|71033015|K8001073|K95344|ACT|59900|27|Douglas Rd||424||01585|N|12|4/20/2010 9:21:00 PM|4095|A|89000|2.04
LD|71034791|K9500593|NB2582|ACT|500000|0|Elm St.||454||01453|N|1|2/19/2010 8:52:00 AM|1|A|1285455|29.5
LD|71034937|M0001497|M95337|ACT|59900|Parcel 1|Stafford Hollow Rd||865||01057|N|4|8/20/2010 9:57:00 AM|15|A|56900|1.3
LD|71035167|K9500060|K95327|ACT|419000|Lot 6|Blackthorn Road||409||01545|N|2|10/24/2010 11:49:00 AM|3|A|60000|1.37
LD|71035486|K0003124|K80014|ACT|79900|Lot 1|North West Main Street||433||01516|N|1|6/1/2010 2:55:00 PM|1|A|155073|3.55
LD|71036575|CT001436|BB9898|ACT|179000|Lot C|Howard Street||184|10J|02375|N|8|2/28/2012 3:12:00 PM|255|A|40965|0.94
LD|71036777|BB300671|AC0189|ACT|1575000|1296& 1326|Broadway||171||02767|N|2|2/27/2010 4:46:00 PM|3|C|446490|10.25
LD|71037044|E0000DWP|BB8172|ACT|115000|0|Number Nine Road||514||01346|U|2|2/24/2010 10:59:00 AM|3|A|3615480|83
LD|71037090|E0000DWP|BB8172|ACT|99000|0|Tunnel Road||515||01367|N|10|7/19/2011 2:05:00 PM|1023|A|1655280|38
LD|71037097|A9500561|M80007|ACT|159000|Lot 1|Mayflower Road||211||02367|U|1|2/24/2010 1:10:00 PM|1|A|265337|6.09
LD|71037355|FR000218|FR0045|ACT|59900|25|CHAVENSON ST||161||02723|N|4|2/24/2010 4:18:00 PM|15|A|5722|0.13
LD|71037812|H3427008|H95001|PCG|199900|371B|Sheldon Road||455||01420|N|2|2/26/2010 3:36:00 PM|3|A|871200|20
LD|71038301|M8001121|M95333|ACT|120000|332|Long Plain Rd||501||01054|N|2|9/29/2011 11:34:00 AM|3|A|196455|4.51
LD|71038302|M8001121|M95333|ACT|150000|334|Long Plain Rd||501||01054|N|2|9/29/2011 11:35:00 AM|3|A|346430|7.95
LD|71039258|H7585772|H95900|ACT|85000|Lot 5|Fitchburg Road||461||01469|N|3|3/1/2010 11:18:00 AM|7|A|135036|3.1
LD|71040615|FR000219|FR0068|ACT|175000|3|Mackady Court||160||02790|U|1|3/3/2010 7:24:00 AM|1|A|104979|2.41
LD|71041039|A8001381|BB2685|ACT|169900|3|Purchase Street||212|NCA|02330|N|1|3/3/2010 4:38:00 PM|1|A|116429|2.67
LD|71041807|FR000202|FR0021|ACT|114900|Lot 2|Wood Street||161||02722|N|2|3/5/2010 2:32:00 PM|3|A|10796|0.24
LD|71041835|FR000202|FR0021|ACT|114900|Lot 5|Wood Street||161||02722|N|2|3/5/2010 2:34:00 PM|3|A|10596|0.24
LD|71041838|FR000202|FR0021|ACT|114900|Lot 6|Wood Street||161||02722|N|2|3/5/2010 2:35:00 PM|3|A|11225|0.26
LD|71042765|K9500060|K95327|ACT|269900|Lot 3|High Street||409||01545|N|2|10/24/2010 11:49:00 AM|3|A|26000|0.59
LD|71042766|K9500060|K95327|ACT|274900|Lot 4|High Street||409||01545|N|3|1/20/2011 2:37:00 PM|7|A|20000|0.45
LD|71042859|K8002202|K95560|ACT|55000|Lot 92|Crocker Nye Road||418||01068|N|11|3/6/2010 2:35:00 PM|2047|A|310582|7.13
LD|71043852|TM003532|BB2715|ACT|269900|265|Williams St||38||02093|N|1|3/13/2010 4:04:00 PM|1|A|87556|2.01
LD|71043890|K9502933|K95600|ACT|124900|Lot 14|Paula Road||3001||06260|N|1|3/8/2010 9:41:00 PM|1|A|57499|1.32
LD|71044257|NB113909|NB4697|ACT|1100000|0|Hamlet Mill Road||468|34S|01468|N|0|3/9/2010 2:32:00 PM|0|A|1537232|35.28
LD|71045064|BB801201|BB4767|ACT|215000|Lot 37|John Alden Lane||157||02747|U|1|3/10/2010 4:25:00 PM|1|A|124208|2.85
LD|71045689|BB300417|AC1635|ACT|249900|0|Davis Street||433||01516|U|7|2/28/2012 12:49:00 PM|127|C|175111|4.02
LD|71045755|BB810453|BB5807|ACT|29900|ES|Purchase St||156||02740|N|2|3/11/2010 3:26:00 PM|3|C|6278|0.14
LD|71046584|BB803336|BB4539|ACT|219000|9|Steber Way||175||02769|N|1|3/13/2010 4:03:00 PM|1|A|61419|1.41
LD|71046724|BB803336|BB4539|ACT|219000|10|Steber Way||175||02769|N|1|3/13/2010 3:28:00 PM|1|A|82764|1.9
LD|71046742|BB803336|BB4539|ACT|219000|22|Steber Way||175||02769|N|1|3/13/2010 10:32:00 AM|1|A|63597|1.45
LD|71046744|BB803336|BB4539|ACT|219000|23|Steber Way||175||02769|N|2|3/13/2010 10:42:00 AM|3|A|67518|1.55
LD|71046750|BB803336|BB4539|ACT|219000|27|Steber Way||175||02769|N|1|3/13/2010 10:44:00 AM|1|A|67518|1.55
LD|71046752|BB803336|BB4539|ACT|219000|31|Steber Way||175||02769|N|1|3/13/2010 10:49:00 AM|1|A|76230|1.75
LD|71046754|BB803336|BB4539|ACT|219000|34|Steber Way||175||02769|N|1|3/13/2010 10:51:00 AM|1|A|83199|1.9
LD|71046761|BB803336|BB4539|ACT|219000|43|Steber Way||175||02769|N|1|3/13/2010 11:03:00 AM|1|A|64033|1.46
LD|71050245|NB111092|NB1801|ACT|41500|4 - 4 1/2|Javis Place||1|004|02119|U|1|3/25/2010 11:40:00 PM|1|A|1752|0.04
LD|71050706|BB902976|BB5715|ACT|145000|48|West Tremlett Street||1|002|02124|N|1|3/20/2010 6:28:00 PM|1|A|9919|0.22
LD|71051355|M8000788|M15000|ACT|129900|Lot 1|Parker Lane||856||01056|N|7|10/28/2010 12:42:00 PM|127|A|44698|1.02
LD|71051400|M8000788|M15000|ACT|129900|Lot 2|Parker Lane||856||01056|N|7|10/28/2010 12:51:00 PM|127|A|44824|1.02
LD|71051462|M8000788|M15000|ACT|129900|Lot 3|Parker Lane||856||01056|N|7|10/28/2010 12:59:00 PM|127|A|45849|1.05
LD|71051486|M8000788|M15000|ACT|129900|Lot 4|Parker Lane||856||01056|N|7|10/28/2010 1:04:00 PM|127|A|46066|1.05
LD|71054175|A0000625|BB8180|ACT|875000|506|South St||195||02169|N|1|3/26/2010 2:41:00 PM|1|C|18550|0.42
LD|71054397|A8002056|AC0298|ACT|399000|0|Main||103|WBR|02631|N|23|12/16/2011 3:57:00 PM|8388607|A|88296|2.02
LD|71054815|TM007477|AC0194|ACT|250000|lot 6|Cowdry Hill Road||379||01886|N|7|10/15/2011 12:32:00 PM|127|A|121967|2.8
LD|71055209|C8501529|C95098|ACT|650000|33|vine||325||01944|N|1|3/29/2010 2:30:00 PM|1|A|58804|1.34
LD|71057086|G8000452|G60800|ACT|2425000|1175|Mammoth Road||371||01826|N|6|4/1/2010 5:12:00 PM|63|C|81893|1.88
LD|71057465|M9502218|AC0643|ACT|79900|22, 24, 28|Oakland Street||855||01095|N|9|4/5/2010 3:02:00 PM|511|A|107124|2.45
LD|71057683|K7000003|K95575|ACT|365000|15|Carrier Lane||434||01590|N|7|11/1/2010 12:36:00 PM|127|A|285318|6.55
LD|71058163|A9500511|A98026|ACT|129900|lot 53|Manken Road||173||02780|N|1|4/14/2010 5:13:00 PM|1|A|15000|0.34
LD|71059792|M8001170|M80001|ACT|67700|Lot 2|North Lane||836|13W|01034|N|8|4/17/2010 10:08:00 AM|255|A|609840|14
LD|71059797|M8001170|M80001|ACT|67700|Lot 4|North Lane||836|13W|01034|N|7|4/7/2010 10:16:00 AM|127|A|566280|13
LD|71059803|M8001170|M80001|PCG|54970|Lot 5|North Lane||836|13W|01034|N|7|4/7/2010 10:19:00 AM|127|A|217800|5
LD|71061094|A8001007|A95638|EXT|375000|68|Cedarwood Road||101|COT|02635|N|9|5/6/2010 4:42:00 PM|511|A|39204|0.9
LD|71061533|TEAM0470|M95283|ACT|99000|Lot A & B|Crestview Dr||867||01007|N|1|4/9/2010 9:50:00 AM|1|A|109737|2.52
LD|71061542|TEAM0470|M95283|ACT|59900|Lot B|Crestview Dr.||867||01007|U|1|4/9/2010 9:52:00 AM|1|A|42558|0.97
LD|71061544|TEAM0470|M95283|ACT|59900|Lot D|Crestview Dr.||867||01007|U|1|4/9/2010 9:52:00 AM|1|A|152241|3.49
LD|71061734|A0000166|A80019|ACT|139900|Lot 111-2|Standish Ave||213|NPL|02360|N|0|4/9/2010 12:08:00 PM|0|A|18847|0.43
LD|71061936|BB902917|BB3395|ACT|599000|1|Spruce Way||27||02052|U|1|4/9/2010 2:46:00 PM|1|A|87045|1.99
LD|71062796|A0000309|A98050|ACT|185000|Lot 16A2|Court St||213||02360|N|1|6/29/2010 1:33:00 PM|1|A|47045|1.08
LD|71063085|M8000580|M95273|ACT|224900|47|favorite lane||853||01028|N|1|4/15/2010 8:36:00 AM|1|A|79714|1.83
LD|71063108|M8000580|M95273|ACT|215000|23|prospect hills drive||853||01028|N|1|4/15/2010 8:45:00 AM|1|A|53578|1.23
LD|71065506|H2368291|H24001|ACT|55000|251|Teel Road||466||01475|N|2|4/15/2010 4:14:00 PM|3|A|330054|7.58
LD|71066181|BB806567|FR0195|ACT|169900|169B|Peckham Road||154||02743|N|1|4/16/2010 2:19:00 PM|1|A|61000|1.4
LD|71066241|FR000189|FR0046|ACT|109400|Lot 8B|Washington St.||160||02790|N|1|4/16/2010 3:08:00 PM|1|A|83207|1.91
LD|71066248|FR000189|FR0046|ACT|109400|Lot 8C|Washington St.||160||02790|N|1|4/16/2010 3:14:00 PM|1|A|103911|2.38
LD|71067126|K0001950|K95442|ACT|199900|88|Park St||439||01756|N|1|4/19/2010 9:20:00 AM|1|A|75883|1.74
LD|71067196|A8001863|A48101|ACT|417500|1|Marion Drive||212||02330|N|1|4/19/2010 11:12:00 AM|1|C|130680|3
LD|71067232|FR000714|FR0191|ACT|559000|36|Station Street||117|36U|02571|N|13|4/19/2010 11:49:00 AM|8191|A|408157|9.36
LD|71067387|BB805582|BB5993|ACT|200000|Lot 3|Brookfield Ln||33||02019|N|10|11/1/2010 9:47:00 PM|1023|A|67736|1.56
LD|71067388|BB805582|BB5993|ACT|225000|Lot 6|Brookfield Ln||33||02019|N|10|11/1/2010 9:48:00 PM|1023|A|102192|2.35
LD|71067972|FR001171|NB3579|ACT|159000|18|West Main Road||2001||02837|N|15|5/27/2010 10:02:00 AM|32767|A|21000|0.48
LD|71068041|K0002256|K95506|ACT|74900|00|Crawford Rd||418||01068|N|11|4/20/2010 3:37:00 PM|2047|A|43560|1
LD|71069238|E0000MEM|E24501|ACT|50000|Lot 27|Potter rd||517|ECH|01339|N|6|4/23/2010 2:35:00 PM|63|A|322344|7.4
LD|71069524|A9502442|A19401|ACT|269900|0|Ferro Way||124|VIN|02568|N|7|8/26/2010 4:08:00 PM|23|A|15375|0.35
LD|71070378|C2466122|C95268|ACT|595000|5-11|Southern Avenue||328||01929|N|3|4/24/2010 3:57:00 AM|7|A|62519|1.43
LD|71070487|A8002205|A14003|ACT|199900|0|Sylvan Street||180||02346|N|2|4/24/2010 12:43:00 PM|3|A|387684|8.9
LD|71071080|BB301132|BB5997|ACT|149000|31|Seatucket Road||107||02536|N|7|4/26/2010 1:21:00 PM|127|A|10313|0.23
LD|71071111|FR000012|FR0046|ACT|85000|0|Spencer||161||02721|N|5|4/28/2010 10:41:00 AM|31|A|6970|0.16
LD|71071214|H8000247|H95040|ACT|750000|48|Perkins Road||1125||03053|N|1|4/26/2010 3:45:00 PM|1|B|653400|15
LD|71071647|M0000099|M95040|ACT|36000|0-0|Westfield St||850|38L|01089|N|2|4/27/2010 12:03:00 PM|3|A|17940|0.41
LD|71071768|M8000788|M15000|ACT|139900|Lot 11|Dinis Avenue||856||01056|N|7|10/28/2010 12:23:00 PM|127|A|43041|0.98
LD|71071774|M8000788|M15000|ACT|139900|Lot 12|Dinis Avenue||856||01056|N|7|10/28/2010 12:28:00 PM|127|A|46423|1.06
LD|71072232|FR000264|FR0212|ACT|395000|0|Horseneck Rd||157|SDA|02748|N|1|4/28/2010 11:28:00 AM|1|A|213444|4.9
LD|71072233|FR000264|FR0212|ACT|325000|0|Horseneck Rd||157|SDA|02748|N|1|4/28/2010 11:29:00 AM|1|A|222156|5.1
LD|71072324|K0001506|K80031|ACT|199900|18|Old North Road||49||01749|N|1|10/12/2011 10:13:00 PM|1|A|61150|1.4
LD|71072529|C7303068|C95102|ACT|184900|2|Applehill Lane Lot 1||312||01904|N|2|5/14/2010 9:05:00 AM|3|A|10355|0.23
LD|71072542|C7303068|C95102|ACT|174900|19|Applehill Lane Lot 7||312||01904|N|2|5/14/2010 9:06:00 AM|3|A|10619|0.24
LD|71072544|C7303068|C95102|ACT|174900|15|Applehill Lane Lot 8||312||01904|N|2|5/14/2010 9:07:00 AM|3|A|10027|0.23
LD|71072547|C7303068|C95102|ACT|174900|9|Applehill Lane Lot 9||312||01904|N|2|5/14/2010 9:07:00 AM|3|A|12108|0.27
LD|71072552|C7303068|C95102|ACT|174900|5|Applehill Lane Lot 10||312||01904|N|2|5/14/2010 9:08:00 AM|3|A|15134|0.34
LD|71072555|C7303068|C95102|ACT|174900|1|Applehill Lane Lot 11||312||01904|N|2|5/14/2010 9:08:00 AM|3|A|27903|0.64
LD|71072563|C7303068|C95102|ACT|139900|15|Grapevine Road Lot 15||312||01904|N|1|9/2/2010 11:46:00 AM|2|A|10194|0.23
LD|71072667|NB115170|AC0486|ACT|115000|Lot 1|County ST||163||02726|N|0|4/28/2010 9:15:00 PM|0|A|30000|0.68
LD|71072862|C0343301|C95266|ACT|379000|21|Lufkin Point Rd||328|10X|01929|N|3|4/29/2010 11:07:00 AM|7|A|0|0
LD|71073424|BB300248|BB3540|ACT|240000|206|Dedham||23||02021|N|1|4/30/2010 8:27:00 AM|1|A|30134|0.69
LD|71073429|BB300248|BB3540|EXT|240000|220|Dedham||23||02021|N|1|4/30/2010 8:31:00 AM|1|A|37026|0.85
LD|71073431|BB300248|BB3540|EXT|240000|230|Dedham||23||02021|N|1|4/30/2010 8:33:00 AM|1|A|37026|0.85
LD|71073516|M8000531|M36300|ACT|44000|Lot 1|Wendy's Road||836||01034|N|6|4/30/2010 10:39:00 AM|63|A|126324|2.9
LD|71073571|G8000452|G60800|ACT|1500000|2024|Lakeview Avenue||371||01826|N|6|5/4/2010 8:42:00 AM|63|C|81893|1.88
LD|71075427|G0001553|G62122|ACT|6200000|1200|Osgood Street||362||01845|N|1|5/6/2010 9:52:00 AM|1|C|596772|13.7
LD|71076551|K0003124|K80014|ACT|249900|Lot1|45 Martin Rd||433||01516|U|1|5/7/2010 4:04:00 PM|1|A|935668.8|21.47
LD|71077067|H2368291|H24001|ACT|48500|2-10-26|Skunks Misery Road||468||01468|N|1|5/7/2010 12:03:00 PM|1|B|821977|18.87
LD|71077943|H3427008|H95001|ACT|169900|49|Leominster Road||457||01464|N|4|2/16/2012 3:25:00 PM|15|A|71438|1.63
LD|71078305|C9500268|C95039|ACT|229900|Lot2 - 748|Main Street||343||01985|N|1|5/10/2010 4:55:00 PM|1|A|51000|1.17
LD|71078794|K0001233|AC1028|ACT|139000|Lot 1B|Hadley Lane||408||01581|N|5|5/14/2010 9:44:00 AM|31|A|158994|3.65
LD|71078802|K0001233|AC1028|ACT|149000|Lot 2B|Hadley Lane||408||01581|N|5|5/14/2010 9:46:00 AM|31|A|133729|3.07
LD|71078926|CT001086|AC0352|ACT|110000|6|Claremont St||401||01610|N|2|11/12/2010 8:31:00 AM|3|C|11261|0.25
LD|71079022|H8000277|H95001|ACT|379900|15 - 31.1|West Third St.||372||01850|N|7|5/11/2010 6:28:00 PM|127|C|23437|0.53
LD|71079188|C8001627|AC0036|ACT|179900|57 Lot 57|Seven Sister Road||352|15R|01832|N|6|12/26/2010 10:34:00 AM|63|A|43080|0.98
LD|71080063|BB301503|BB3261|ACT|89900|38|Hemlock||433||01516|N|1|5/13/2010 7:12:00 PM|1|A|97574|2.23
LD|71081708|BB981765|BB5126|ACT|130000|Lot 6|Mockingbird Lane||174||02715|N|2|5/17/2010 12:06:00 PM|3|A|35346|0.81
