PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET
MF|71164177|B0301268|B95197|ACT|1019900|3-5|DOLAN DRIVE||321||01949|N|29|3/21/2011 2:37:00 PM|536870911|D|2|2|12|4|6|80000|1.84|5000
MF|71164190|H4486530|BB8122|ACT|189900|45|Fountain Street||473||01364|N|8|11/23/2010 9:10:00 AM|255|A|2|2|11|3|6|19602|0.45|3012
MF|71164512|H0627971|H29200|ACT|260000|563|Mass Ave||456||01462|N|3|11/20/2010 4:19:00 PM|7|A|2|2|7|0|6|100188|2.3|1663
MF|71164930|FR000795|FR0163|ACT|359000|595|Main Street||154||02743|N|2|11/22/2010 3:44:00 PM|3|C|4|2|16|0|0|37158|0.85|2896
MF|71167104|G0001846|G46000|ACT|239000|15-21|Sidney Street||372|SLO|01852|N|11|1/26/2012 1:56:00 PM|2047|C|4|2|16|0|2|3900|0.09|4521
MF|71167375|BB901566|BB6008|ACT|299000|327|Lawsbrook Road||62||01742|N|6|3/14/2012 10:26:00 PM|63|A|2|2|7|0|8|20038|0.46|2400
MF|71169214|FR000044|FR0008|ACT|599000|1399-1403|Main Rd||160|WPT|02790|N|8|12/10/2010 9:21:00 AM|255|A|2|2|7|0|40|61873|1.42|1500
MF|71169680|FR000308|FR0097|ACT|249000|123|MOTT..||156||02744|N|1|12/9/2010 4:22:00 PM|1|E|6|3|24|0|0|4275|0.1|4716
MF|71169693|FR000308|FR0097|ACT|249000|195|COTTAGE.||156||02740|N|1|12/9/2010 4:44:00 PM|1|D|2|2|10|0|4|4086|0.09|2536
MF|71172481|TEAM0430|M95273|ACT|114900|138-140|Cochran St||857||01020|N|11|12/22/2010 12:38:00 PM|2047|A|2|2|11|2|12|9583|0.22|2520
MF|71173076|FR000472|NB3016|ACT|269000|116|Turner St||161||02720|N|23|1/2/2011 11:23:00 AM|8388607|C|4|3|18|0|5|4356|0.1|3906
MF|71173551|H9500082|G80039|ACT|159900|101|Ash St.||1144||03060|N|5|12/30/2010 6:21:00 PM|31|B|3|2|6|1|9|4858|0.11|2892
MF|71175079|G7000059|AC0639|ACT|249900|61|Knox||364||01841|N|1|1/10/2011 5:03:00 PM|1|B|3|3|11|0|4|2763|0.06|2763
MF|71176152|BB812017|NB4976|ACT|225000|60|Clarence St||14||02149|N|1|1/9/2011 4:31:00 PM|1|A|2|2|11|0|4|6534|0.15|1800
MF|71176318|BB985184|BB533|ACT|69000|42|Clare St Multi 014||372||01854|N|2|1/7/2011 1:23:00 PM|3|G|2|2|13|0|0|0.1|0|2542
MF|71176383|K8001639|K80036|ACT|279900|110|Chase Avenue||432||01570|N|23|4/2/2011 7:49:00 PM|8388607|C|4|3|17|0|10|19907|0.45|4788
MF|71176410|H7000016|H17100|ACT|205000|34|Exchange St||472||01331|N|1|1/7/2011 3:10:00 PM|1|E|6|3|17|0|10|4092|0.09|5676
MF|71176709|BB903470|BB3598|ACT|229000|48|Morris Ave||67||02703|N|9|5/9/2011 8:52:00 AM|511|A|2|2|10|0|4|9147|0.21|1944
MF|71176982|M0000141|M95125|ACT|139900|143|Hampden Street||857||01013|N|6|1/12/2011 12:12:00 PM|63|A|2|2|8|2|2|6098|0.14|1820
MF|71178587|K8000356|K95614|ACT|299000|6|Beechmont St||401|ASS|01609|N|30|1/14/2011 11:56:00 AM|1073741823|A|2|3|15|2|6|0.41|0|5200
MF|71179705|NB111684|NB2263|ACT|59000|44|Dorchester St||401||01604|N|4|1/18/2011 2:15:00 PM|15|A|2|2|10|0|0|0.11|0|2332
MF|71180277|TM005072|AC0766|ACT|199900|16-18|Annis St||365||01844|N|1|1/26/2011 10:00:00 AM|1|B|3|3|15|0|3|5200|0.12|3512
MF|71180376|F00158DB|F15801|ACT|229900|83|S Prospect St||352||01835|N|8|2/23/2012 3:03:00 PM|255|B|3|3|12|2|4|6718|0.15|3280
MF|71181129|BB910697|BB4649|ACT|239900|527|Crescent st||185||02302|N|2|10/19/2011 1:19:00 PM|3|G|2|3|10|0|6|0.16|0|2191
MF|71181182|FR000787|FR0163|ACT|329900|344|Ashley Blvd.||156|NNO|02746|N|6|2/22/2012 9:32:00 AM|63|C|4|3|18|4|0|3542|0.08|5070
MF|71181412|C8000427|AC1019|ACT|261500|399|Middle Road||1026||03833|N|14|1/24/2011 11:18:00 AM|16383|A|2|2|13|2|4|59677|1.37|2888
MF|71181499|BB983253|BB2051|ACT|339900|83-85|Pleasant Street||45||01721|N|16|1/24/2011 1:25:00 PM|65535|G|2|3|14|0|6|21344|0.49|3240
MF|71184579|E0000MEM|E24501|ACT|275000|317-319|Deerfield Street||511||01301|N|8|2/3/2011 10:59:00 AM|255|C|4|3|16|0|10|12777|0.29|3940
MF|71185266|BB921772|B95066|ACT|81000|232|Everett Street||428||01550|N|8|5/26/2011 7:08:00 AM|255|F|2|2|12|0|2|6220|0.14|2100
MF|71187914|BB954559|BB3775|ACT|250000|20|Archer St||312||01902|N|11|2/16/2011 3:01:00 PM|2047|B|3|3|14|0|4|5935|0.14|3200
MF|71187957|C9500506|C95065|ACT|138700|144|Grove St||352||01832|N|2|2/17/2011 3:49:00 PM|3|A|2|2|10|0|4|5000|0.11|2452
MF|71188508|A8001182|BB2685|ACT|210000|239|W Selden St||1|003|02126|N|2|2/15/2011 3:04:00 PM|3|A|2|2|12|0|2|4370|0.1|2420
MF|71189035|C8001267|NB2980|PCG|340000|88|Hubbard St||15||02148|N|7|2/16/2011 5:49:00 PM|127|A|2|3|11|0|3|4620|0.11|2613
MF|71189086|G8002518|BB3351|ACT|250000|26|West St||455|11R|01420|N|7|7/30/2011 10:35:00 AM|127|J|3|3|18|1|10|4500|0.1|3327
MF|71189377|BB809674|BB5697|ACT|895000|1696|King Street||3050||06082|N|4|2/17/2011 3:05:00 PM|15|F|2|2|10|0|4|250905|5.76|2420
MF|71189636|FR001170|FR0126|ACT|329900|111 - 127|Stafford Road||161||02720|N|5|2/18/2011 10:58:00 AM|31|B|3|3|14|0|0|5663|0.13|6049
MF|71190093|G8000430|G80035|ACT|209900|640|Bridge Street||372|CNV|01850|N|4|3/24/2012 12:10:00 PM|15|J|3|3|14|0|2|2140|0.05|3441
MF|71190704|NB110932|NB1731|ACT|379900|5-9|Morton Sq||192||02072|N|1|2/23/2011 1:43:00 PM|0|C|4|2|15|0|8|5403|0.12|2348
MF|71190725|J0000997|J61900|ACT|209900|22-24|Brookline Avenue||858|16U|01040|N|3|5/17/2011 10:13:00 AM|0|B|3|3|14|2|3|5058|0.12|2870
MF|71190932|K8001585|K80036|ACT|109000|177-179|N Main St||432|37K|01570|N|15|3/31/2011 9:11:00 AM|32767|G|2|2|10|0|2|7252|0.17|2520
MF|71191227|BB301918|BB9475|ACT|203900|31|Holman Street||67||02703|N|11|2/24/2011 8:40:00 AM|2047|B|3|3|15|0|8|4950|0.11|3894
MF|71191826|J0000997|J61900|ACT|139900|214-216|Beech Street||858||01040|N|3|5/2/2011 1:33:00 PM|0|A|2|2|9|2|4|7405|0.17|2440
MF|71191882|M0001554|M60900|ACT|375000|56|Chestnut St||868||01082|N|3|2/24/2011 8:40:00 PM|7|E|13|3|33|0|20|69888|1.6|4254
MF|71192987|NB110965|NB4847|ACT|199000|90|Wood Ave||1||02126|N|1|2/28/2011 4:53:00 PM|1|A|2|2|10|0|4|5663|0.13|2000
MF|71193251|H9500149|AC1949|ACT|109000|55|West St||404||01510|N|2|3/30/2011 2:33:00 PM|3|G|2|2|10|0|4|4335|0.1|1788
MF|71194044|C8000427|AC1019|ACT|370000|149|Hampstead||1188||03873|N|4|6/14/2011 6:34:00 PM|15|C|4|2|16|0|10|109771|2.52|3332
MF|71194546|BB808219|BB1965|ACT|240000|1-3|Quincy Pl||1|002|02121|N|8|3/3/2011 6:30:00 AM|255|F|2|1|12|0|2|2857|0.07|2432
MF|71195301|CT003341|FR0227|ACT|199000|115|Swindells||161||02723|N|2|3/4/2011 10:52:00 AM|3|J|3|3|16|0|0|2614|0.06|3035
MF|71196001|BB700442|NB3415|ACT|299000|28|MARTLAND||185||02301|Y|3|3/7/2011 1:35:00 PM|7|G|2|2|11|0|0|7841|0.18|2366
MF|71196304|G8002001|K95580|ACT|165000|53|Wachusett||455||01420|N|8|8/3/2011 2:49:00 PM|255|J|3|3|15|2|5|5638|0.13|2767
MF|71196502|FR000264|FR0212|ACT|229900|274|Harrison St||161||02723|N|2|3/7/2011 4:32:00 PM|3|E|6|3|24|0|0|3920|0.09|5136
MF|71198379|J0000997|J61900|ACT|225000|1825|Northampton Street||858|16U|01040|N|3|7/15/2011 10:18:00 AM|0|P|5|2|15|0|6|8775|0.2|3252
MF|71198638|NB112950|NB3609|ACT|259900|2|Main St||411||01564|N|22|6/16/2011 4:58:00 PM|4194303|A|2|3|10|0|4|5662|0.13|2500
MF|71199900|BB806672|BB3197|ACT|575000|26|Mall St||312||01905|N|5|3/15/2011 9:59:00 AM|31|P|12|3|24|0|8|11332|0.26|8367
MF|71201851|BB810875|BB9348|ACT|189900|18|Richfield St||1|002|02125|U|6|7/9/2011 6:07:00 PM|63|A|2|3|9|0|5|9148|0.21|2015
MF|71202131|G0000612|AC2004|ACT|359900|202-204|Lawrence Street||364||01841|N|2|3/24/2011 11:23:00 AM|3|E|6|3|36|0|0|4211|0.09|5194
MF|71203232|NB110568|M95297|ACT|165000|76|Elmdale St||850||01089|N|1|3/21/2011 9:11:00 PM|1|A|2|2|6|2|4|0.12|0|2200
MF|71204456|BB300279|BB3411|ACT|475000|295|North Sconticut Neck Rd||155||02719|U|27|4/2/2011 4:42:00 PM|134217727|A|2|2|6|0|4|20734|0.47|2354
MF|71204941|BB911114|NB1287|ACT|80000|42|Park St||458||01432|N|1|3/24/2011 2:37:00 PM|1|A|2|2|6|0|4|10000|0.23|1564
MF|71204957|C8001359|AC1918|ACT|245900|84|Elm Street||320||01923|N|6|3/24/2011 2:51:00 PM|63|G|2|2|4|0|3|3254|0.07|1200
MF|71205088|TM000959|AC0322|ACT|169000|4-6|Auburn St||401|LSQ|01605|N|30|8/31/2011 8:21:00 PM|1073741823|J|3|3|7|3|5|5313|0.12|5313
MF|71205102|CT000617|M95353|ACT|875000|36 - 40|Union Street||1|011|02135|N|3|3/24/2011 5:41:00 PM|7|B|3|3|15|0|8|8000|0.18|3696
MF|71205611|BB801114|BB6013|ACT|149900|123|Webster St||187||02370|N|18|4/2/2011 3:15:00 PM|262143|G|2|2|7|0|5|10019|0.23|1388
MF|71205696|H4385760|H95700|ACT|200000|39|Pond St||466||01475|N|11|3/30/2011 5:38:00 PM|2047|E|6|2|24|0|12|8712|0.2|4572
MF|71206032|G8002001|K95580|ACT|149900|40|Myrtle||455||01420|N|2|7/21/2011 10:11:00 AM|3|A|2|3|12|1|6|3402|0.08|3000
MF|71206325|C9501039|C90600|ACT|179900|14|Aborn||316||01970|N|2|3/28/2011 12:06:00 PM|3|A|2|3|9|0|4|2178|0.05|1840
MF|71206498|C0001286|C97100|ACT|759000|48|Beach Street||327||01966|N|21|9/30/2011 1:23:00 PM|2097151|F|2|1|11|0|6|19871|0.46|2548
MF|71206510|K8000001|K01349|ACT|289000|29,31,33|Spring Hill Ave||435||01534|N|18|1/23/2012 12:32:00 PM|262143|B|3|2|14|1|6|30000|0.69|2732
MF|71206604|FR000171|FR0013|ACT|159900|183|Covel Street||161||02723|N|1|3/28/2011 4:29:00 PM|1|B|3|3|12|0|0|3456|0.08|2592
MF|71207004|B9500942|NB9587|ACT|109900|86-90|Cleghorn St||455||01420|N|2|3/29/2011 4:23:00 PM|3|B|3|3|15|0|4|5700|0.13|3420
MF|71207057|G8000138|D95031|EXT|132000|317-327|Beaver St||554||01247|Y|11|3/29/2011 1:54:00 PM|2047|E|6|2|36|0|18|27216|0.62|7656
MF|71207211|H0381527|H95001|ACT|99000|9|West St.||465||01440|N|17|3/29/2011 4:28:00 PM|131071|J|3|3|12|2|10|10428|0.24|5144
MF|71207820|M9502227|M95209|ACT|140000|91-93|Allen Street||839||01108|N|3|3/30/2011 3:53:00 PM|7|A|2|2|11|2|4|9344|0.21|2316
MF|71208058|D9503039|NB2440|ACT|159000|11|Fort Hill Ave||372||01852|N|1|3/31/2011 3:31:00 AM|1|G|2|2|12|0|2|3009|0.07|3229
MF|71208170|TEAM0082|BB3534|ACT|229900|63|PEARL STREET||441||01757|N|8|3/31/2011 10:53:00 AM|255|P|4|2|16|0|6|5749|0.13|2748
MF|71209045|CT000306|B92501|ACT|629900|265|Fulton St||16|NMD|02155|N|25|6/22/2011 11:44:00 AM|33554431|A|2|3|15|0|5|3850|0.09|4000
MF|71209263|FR800707|FR0208|ACT|210000|147|Grant Street||161||02720|N|1|4/1/2011 2:55:00 PM|1|B|3|0|23|0|4|6534|0.15|3247
MF|71209366|A9501878|AC1234|EXT|289000|16|Glendoon Road||108|HPT|02646|N|13|4/1/2011 4:09:00 PM|8191|D|2|1|8|0|6|37897|0.87|1536
MF|71209482|CT003888|AC1163|ACT|85000|16|Colonial Ave||839||01109|N|1|4/1/2011 6:24:00 PM|1|A|2|2|10|0|3|5000|0.11|2300
MF|71209543|G7000059|AC0639|ACT|79900|25-27|Margerie||839||01108|N|1|4/7/2011 10:41:00 AM|1|A|2|2|12|0|4|3202|0.07|1872
MF|71209544|G7000059|AC0639|ACT|79900|3-5|Glendell Terrace||839||01108|N|1|4/7/2011 10:41:00 AM|1|A|2|2|12|2|2|5654|0.13|2370
MF|71210362|C9500248|C95039|ACT|357000|10|Beach Road||345||01952|N|1|4/4/2011 1:03:00 PM|1|L|4|1|12|0|12|26500|0.61|2106
MF|71210375|CT002489|K95398|ACT|275000|23|Gardner St||401||01610|N|25|1/27/2012 8:35:00 AM|33554431|G|2|2|10|0|4|0.16|0|3837
MF|71211107|G9502948|AC2004|ACT|134900|154|Mechanic St||405||01752|N|5|12/2/2011 1:32:00 PM|31|A|2|2|15|0|6|6158|0.14|2823
MF|71211402|BB902316|BB9029|ACT|329000|80|Francis St.||40||02451|N|5|4/5/2011 8:12:00 PM|31|A|2|3|11|0|4|6320|0.15|2023
MF|71211986|NB110825|AC0565|ACT|160000|352|Winthrop St||173||02780|N|5|4/6/2011 3:54:00 PM|31|A|2|2|8|2|4|20473|0.47|1506
MF|71212307|G8002075|G25300|ACT|379000|25-27|Pleasant St||351||01860|N|7|4/7/2011 9:20:00 AM|127|F|2|3|10|0|5|11778|0.27|3181
MF|71212353|E000ABSU|M80028|ACT|375000|31|Hadley Street||859||01075|N|10|9/14/2011 3:07:00 PM|1023|B|3|3|15|2|7|35335|0.81|3344
MF|71212623|CT003888|AC1163|ACT|75000|246|Walnut St||839||01105|N|1|4/7/2011 2:45:00 PM|1|A|2|2|8|0|2|5724|0.13|2281
MF|71212690|K0001948|K95257|ACT|139900|116-118|North St||868||01082|N|4|4/7/2011 3:41:00 PM|15|P|5|3|22|0|10|12000|0.28|3962
MF|71213419|C9500294|AC0959|ACT|559900|38|Ocean Street||319||01915|N|9|3/18/2012 6:22:00 PM|511|G|2|3|13|1|4|6257|0.14|3109
MF|71213676|K0001587|K01272|ACT|669000|18|Crystal Street||401||01603|N|24|4/8/2011 10:58:00 PM|16777215|E|6|3|42|0|0|8629|0.2|12222
MF|71213731|BB902368|BB9860|ACT|249900|425|South St||69||02762|N|1|4/15/2011 9:35:00 AM|1|A|2|2|8|1|10|19820|0.46|1800
MF|71213890|BB922610|NB4232|ACT|398000|73-75|Aiken Ave||372||01850|N|1|4/9/2011 10:07:00 PM|1|P|6|3|26|0|0|6534|0.15|10130
MF|71214051|TEAM0250|AC0136|ACT|249900|715|Main St||426||01083|N|14|4/10/2011 9:59:00 PM|16383|F|2|2|10|0|8|20130|0.46|2366
MF|71214107|BB902969|BB8151|PCG|525000|32|Rawson Road||195||02170|N|1|4/11/2011 8:25:00 AM|1|G|2|3|14|2|6|5000|0.11|2871
MF|71214621|M8000859|M95391|ACT|159000|20|Cottage Street||850||01089|N|10|4/11/2011 5:21:00 PM|1023|J|3|3|15|0|5|4000|0.09|3321
MF|71214896|FR001230|FR0045|ACT|139900|27|Thompson St||161||02720|Y|1|4/12/2011 10:44:00 AM|1|E|5|3|18|0|0|4792|0.11|4196
MF|71215314|CT003888|AC1163|ACT|180000|304-306|Franklin St||46||01702|N|1|4/12/2011 5:56:00 PM|1|B|3|2|11|0|4|7841|0.18|3080
MF|71216138|H4529689|H11300|ACT|249900|1626|Main St||420||01524|N|2|4/14/2011 7:49:00 AM|3|G|2|2|8|2|4|26875|0.62|2561
MF|71217093|H9500082|G80039|ACT|189900|66|Warren St.||364||01841|N|3|4/15/2011 6:38:00 PM|7|A|2|2|10|0|2|3285|0.08|1936
MF|71217513|M8001592|M95395|ACT|140000|253-255|Suffolk St||858||01040|N|7|4/18/2011 12:51:00 PM|127|A|2|3|13|0|2|2998|0.07|4964
MF|71217673|BB802375|BB9587|ACT|469999|24|Circular Avenue||50|SNA|01760|N|16|5/3/2011 11:57:00 AM|65535|G|3|3|11|0|6|6273|0.14|2725
MF|71217939|BB954256|BB9241|ACT|83000|823|Main St||2011||02860|N|29|12/5/2011 12:18:00 PM|536870911|J|3|3|17|0|3|4356|0.1|3943
MF|71218279|K7000033|NB3090|ACT|159900|146|Main St||837||01071|N|17|4/18/2011 12:22:00 PM|131071|A|2|2|9|0|6|13260|0.3|1840
MF|71218376|M0000632|M05901|ACT|203999|92-94|chestnut||839|849|01151|N|24|2/1/2012 6:12:00 PM|16777215|D|2|2|12|0|6|13093|0.3|2400
MF|71218602|BB809707|BB4624|ACT|99000|32|Slater St||161||02720|N|2|4/24/2011 6:44:00 PM|3|A|2|2|8|0|4|3000|0.07|1400
MF|71218721|M0000247|BB3028|ACT|168900|19|Bush||862||01085|N|26|9/13/2011 12:17:00 PM|67108863|G|2|2|10|2|6|8415|0.19|2362
MF|71218827|M0001196|M15000|ACT|137000|107-109|Fenwick Street||839|844|01109|N|7|4/19/2011 12:33:00 PM|127|A|2|3|12|2|2|5000|0.11|1940
MF|71218891|D9500039|BB3170|ACT|275000|24|Groton Harvard Road||458||01432|N|13|1/21/2012 2:26:00 PM|8191|B|3|2|12|0|6|30177|0.69|3348
MF|71218983|CT002532|FR0235|ACT|159000|32|Tecumseh St||161||02721|N|1|4/19/2011 3:07:00 PM|1|C|4|3|18|0|1|3049|0.07|3197
MF|71219118|BB981196|NB1302|ACT|379000|116|Brooks Street||1|019|02128|N|2|4/19/2011 7:07:00 PM|3|E|6|3|14|0|0|950|0.02|2872
MF|71219384|FR000005|FR0016|ACT|399900|153-155|American Legion Highway||160||02790|N|24|4/28/2011 10:08:00 PM|16777215|A|2|2|11|2|4|98445|2.26|3112
MF|71219462|BB902844|BB8192|ACT|349900|4|Ashland Pl||173||02780|N|3|4/20/2011 1:40:00 PM|7|C|4|3|13|0|8|8712|0.2|3032
MF|71219559|K9502628|BB3281|ACT|245400|89-91|SCHOOL STREET||441||01757|U|3|4/20/2011 3:40:00 PM|7|G|2|3|12|0|4|0.11|0|3275
MF|71220093|BB810367|BB5884|ACT|150000|11|Androscoggin Street||1083||03581|N|8|4/21/2011 3:51:00 PM|255|G|2|2|9|2|6|0.43|0|1815
MF|71220295|CT001273|NB1734|ACT|179900|211|South St||69||02762|N|4|4/22/2011 9:06:00 AM|15|F|2|1|8|0|4|32860|0.75|1560
MF|71220344|FR000550|BB3203|ACT|169888|843|Broadway||161||02724|N|1|4/22/2011 10:12:00 AM|1|G|2|3|10|0|6|9148|0.21|3622
MF|71220425|B8001279|NB4802|ACT|689900|94|Main St||301||01801|N|9|4/22/2011 12:05:00 PM|511|E|5|3|17|0|11|10000|0.23|5000
MF|71220453|M0001554|M60900|ACT|99900|22|Pulaski||868||01082|N|2|4/22/2011 12:39:00 PM|3|A|2|2|6|0|0|1306|0.03|1900
MF|71220455|M0001554|M60900|ACT|99900|17|Pulaski||868||01082|N|2|4/22/2011 12:40:00 PM|3|A|2|2|8|3|6|5129|0.12|2463
MF|71220483|H1340677|G80004|ACT|164900|13-15|Willard Street||458||01432|N|6|4/22/2011 1:34:00 PM|63|A|2|1|8|0|4|10890|0.25|1498
MF|71220606|NB111257|NB1905|ACT|3100000|501|Eastern Avenue||15||02148|N|1|4/22/2011 4:54:00 PM|1|P|15|3|30|0|25|30000|0.69|12304
MF|71220782|E8000091|M95389|ACT|149000|29-31|Miller St.||862||01085|N|6|4/25/2011 9:12:00 PM|63|D|2|2|9|0|4|6600|0.15|1659
MF|71221461|BB801813|NB1621|ACT|250000|124|Devon St||1|002|02121|N|2|5/4/2011 10:07:00 AM|3|A|2|3|16|0|0|5583|0.13|3368
MF|71222218|FR800517|FR0045|ACT|480000|715|High St||161||02720|N|29|4/26/2011 5:22:00 PM|536870911|A|2|3|15|2|4|17685|0.41|5500
MF|71222323|K9502143|K95416|PCG|105000|18|Upland Ave||432||01570|N|12|4/26/2011 9:28:00 PM|4095|G|2|2|8|0|2|6450|0.15|1738
MF|71222328|K7000071|AC1028|ACT|170000|24-A|McEnelly St||405||01752|N|1|5/2/2011 10:11:00 AM|1|G|2|2|10|0|5|3708|0.09|1699
MF|71222640|C8001563|C80014|ACT|450000|16-18|Pine St||39||02465|N|1|5/3/2011 2:49:00 PM|1|F|2|2|10|0|4|8194|0.19|2387
MF|71222853|NB110591|BB533|ACT|350000|315-317|Pleasant St M 019||465||01440|N|3|4/27/2011 3:29:00 PM|7|E|7|4|25|0|7|5227|0.12|5896
MF|71222907|NB110591|BB533|ACT|245000|25|Wright Rd M 019||465||01440|N|3|4/27/2011 4:05:00 PM|7|E|5|3|20|0|5|5662|0.13|3633
MF|71223212|BB806308|NB5197|ACT|275000|164|Franklin Ave||22||02150|N|1|5/7/2011 10:59:00 AM|1|J|3|3|15|0|0|3325|0.08|3690
MF|71223293|NB110591|BB533|ACT|500000|22|Knowlton St M 019||465||01440|N|3|4/28/2011 9:59:00 AM|7|P|10|3|40|0|10|7405|0.17|8928
MF|71223328|FR700023|BB5807|ACT|220000|52-54|Fair St||156||02740|N|10|4/28/2011 10:41:00 AM|1023|B|3|3|18|1|1|3961|0.09|3813
MF|71223336|NB110591|BB533|ACT|300000|191|Elm St M 019||465||01440|N|1|4/28/2011 10:46:00 AM|1|M|4|2|20|0|4|6969|0.16|3772
MF|71223540|BB300417|AC1635|ACT|399900|5|Forest Park||439||01756|N|12|4/28/2011 1:32:00 PM|4095|A|2|2|11|2|8|62726|1.44|2589
MF|71223592|FR000264|FR0212|ACT|189900|90|Bedford St||156||02740|N|2|4/28/2011 2:26:00 PM|3|A|2|3|12|0|2|5129|0.12|3164
MF|71224128|NB113846|NB4657|ACT|529900|15|Webster Street||187||02370|N|28|4/29/2011 10:16:00 AM|268435455|B|3|3|16|0|8|10131|0.23|4080
MF|71224153|BB902688|NB1251|ACT|99900|13|Rayner St||438||01504|Y|5|4/29/2011 10:59:00 AM|31|C|4|2|16|0|4|10000|0.23|2880
MF|71224290|CT003682|AC1089|ACT|429900|791|West Washington Street||205|15H|02341|N|1|5/10/2011 11:08:00 AM|0|L|4|2|17|0|10|40000|0.92|2972
MF|71224327|BB301558|BB3163|ACT|309000|74|Essex St||22||02150|N|1|4/29/2011 2:21:00 PM|1|J|3|3|14|0|3|4986|0.11|3474
MF|71224701|BB980480|BB5992|ACT|365000|31-33|Mathews Dr.||52||01778|N|12|11/28/2011 1:25:00 PM|4095|F|2|1|7|0|5|19166|0.43|856
MF|71225347|BB985184|BB533|ACT|1549000|13|Charleston Avenue Multi 020||1125||03053|N|2|5/2/2011 11:40:00 AM|3|P|18|3|70|0|20|143748|3.3|4959
MF|71225524|FR000106|FR0002|ACT|229900|504|Quincy Street||161||02720|N|12|7/27/2011 1:34:00 PM|4095|A|2|3|14|0|4|4792|0.11|32484
MF|71225782|D0007914|D02001|ACT|1750000|187-189|Broadway||365||01844|N|12|5/2/2011 7:42:00 PM|4095|P|18|3|64|0|23|20908|0.48|13050
MF|71226145|BB302553|BB5268|ACT|355000|330|Beach St||20||02151|N|22|3/12/2012 2:08:00 PM|4194303|G|3|3|12|2|2|9139|0.21|6548
MF|71226174|BB301533|AC1264|ACT|164000|596|Ash Street||185||02301|N|16|5/7/2011 5:49:00 PM|65535|A|2|2|8|0|7|6098|0.14|1548
MF|71227290|G8000943|AC1223|ACT|177900|12|Bourque St||364||01843|N|1|5/4/2011 11:49:00 PM|1|A|2|2|8|1|2|3252|0.07|1818
MF|71227496|BB805187|BB2035|ACT|339900|24-26|Blackstone St||192||02072|N|13|5/5/2011 11:46:00 AM|8191|B|3|2|15|0|4|56185|1.29|99999
MF|71227716|BB902021|BB7520|ACT|875000|449|North MaiN||185||02301|N|6|5/5/2011 3:45:00 PM|63|E|13|3|49|0|22|22651|0.52|9177
MF|71227961|FR800356|BB7115|ACT|449000|399|County St||156||02740|N|22|11/29/2011 9:16:00 PM|4194303|B|3|2|8|0|12|14854|0.34|5758
MF|71228481|K8000356|K95614|ACT|165000|606|Franklin St||401||01604|N|25|5/6/2011 8:00:00 PM|33554431|B|3|3|12|0|3|13060|0.3|2225
MF|71228825|TEAM0140|M95209|ACT|184900|1536-1542|N Main St||866||01069|N|1|5/8/2011 4:09:00 PM|1|C|4|2|22|0|4|7405|0.17|2318
MF|71228856|H1325750|G80032|ACT|450000|2|Center Rd||457||01464|N|2|5/8/2011 7:56:00 PM|3|E|14|3|40|0|14|20037|0.46|9469
MF|71229074|H8000329|H10900|ACT|94000|21|Jackson Avenue||466||01475|N|5|5/9/2011 11:23:00 AM|31|A|2|2|10|0|4|20473|0.47|2020
MF|71229100|FR000329|FR0118|ACT|80000|81|Mill St||156||02740|U|4|5/9/2011 11:47:00 AM|15|A|2|2|12|2|8|4381|0.1|3000
MF|71229116|FR000329|FR0118|ACT|262500|208|Grinnell St.||156||02740|N|9|9/11/2011 2:19:00 AM|511|G|2|2|8|0|2|3092|0.07|2143
MF|71229176|B0548226|E95080|PCG|289000|1-3|Lowell Street||374||01862|N|14|5/9/2011 1:07:00 PM|16383|F|2|2|12|0|4|7425|0.17|2104
MF|71229524|D0005539|BB9572|EXT|299900|103|Tyler Park||372||01851|N|8|7/28/2011 2:52:00 PM|255|G|2|3|12|2|8|7936|0.18|2883
MF|71229575|BB300660|AC0203|ACT|220000|9|Grant Avenue||2014||02865|N|8|5/9/2011 9:33:00 PM|255|C|4|2|16|0|8|8276|0.19|4140
MF|71229828|CT003682|AC1089|ACT|389900|1080-1084|Main Street||205|15I|02341|N|1|5/10/2011 11:52:00 AM|0|O|5|2|20|2|14|13286|0.31|4320
MF|71229874|FR800547|BB9372|ACT|174900|1430|Pleasant Street||156||02740|N|1|5/10/2011 12:42:00 PM|1|O|6|3|24|0|0|3341|0.08|4284
MF|71229910|FR000158|FR0062|ACT|699000|515|South Main||161||02721|U|1|5/10/2011 1:34:00 PM|1|H|0|2|0|0|0|4792|0.11|5278
MF|71230100|M8000627|M95332|ACT|775000|34|Crittenden Hill Rd||519||01370|N|14|5/10/2011 4:13:00 PM|16383|B|2|2|19|3|3|348480|8|6433
MF|71230141|M0000140|M55500|ACT|94900|204-206|Leyfred Ter||839|840|01108|N|4|5/10/2011 4:38:00 PM|15|A|2|2|12|0|0|5001|0.11|2460
MF|71230157|M0000140|M55500|ACT|122900|38-40|Longhill St||839|840|01108|N|1|5/10/2011 4:53:00 PM|1|C|4|2|16|0|0|3703|0.09|6588
