PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET
RN|70203427|G0002769|AC1819|ACT|1319|740|Farm Road|vary|405||01752||6|7/29/2007 3:40:00 PM|63|D|4|2|1|0|N|2|0|876
RN|70250527|G0002769|AC1819|ACT|1100|285|Plantation Street|varies|401||01604||3|7/29/2007 3:47:00 PM|7|D|4|1|1|0|N|2|0|875
RN|70250528|G0002769|AC1819|ACT|1269|285|Plantation Street|varies|401||01604||3|7/29/2007 3:45:00 PM|7|D|4|2|1|1|N|2|0|930
RN|70250531|G0002769|AC1819|ACT|1100|285|Plantation Street|varies|401||01604||3|7/29/2007 3:45:00 PM|7|D|3|1|1|0|N|2|0|650
RN|70250537|G0002769|AC1819|ACT|1169|285|Plantation Street|varies|401||01604||6|7/29/2007 3:41:00 PM|63|D|4|1|1|0|N|2|0|875
RN|70250555|G0002769|AC1819|ACT|925|595|Merrill Lane|0|371||01826||6|8/1/2008 11:52:00 AM|63|D|3|1|1|0|N|2|0|530
RN|70250557|G0002769|AC1819|ACT|1030|595|Merrill Lane|varies|371||01826||4|8/1/2008 11:53:00 AM|15|D|4|2|1|0|N|2|0|820
RN|70333555|A0000789|BB9566|ACT|1500|231|Fells Pond Road|231|111||02649||26|10/21/2009 3:56:00 PM|67108863|A|6|4|2|0|N|8|10000|1980
RN|70401315|G0002769|AC1819|ACT|997|1001|Westford Street|vary|372||01851||4|7/29/2007 3:56:00 PM|15|D|4|2|1|1|N|2|0|825
RN|70401323|G0002769|AC1819|ACT|1347|678|Princeton Blvd|varies|372||01851||1|7/29/2007 3:48:00 PM|1|D|5|2|1|0|N|2|0|930
RN|70401324|G0002769|AC1819|ACT|967|678|Princeton Blvd|0|372||01851||1|7/29/2007 3:47:00 PM|1|D|3|1|1|0|N|2|0|650
RN|70401332|G0002769|AC1819|ACT|1072|1001|Westford Street|vary|372||01851||3|1/7/2008 12:00:00 PM|7|D|4|2|2|0|Y|2|0|825
RN|70439087|G0002769|AC1819|ACT|1319|740|Farm Road|varies|405||01752||1|7/29/2007 3:53:00 PM|1|D|4|2|1|0|N|2|0|876
RN|70439091|G0002769|AC1819|ACT|1159|740|Farm Road|varies|405||01752||1|7/29/2007 3:54:00 PM|1|D|3|1|1|0|N|2|0|600
RN|70439093|G0002769|AC1819|ACT|1090|285|Plantation Street|varies|401||01604||8|7/29/2007 3:54:00 PM|255|D|4|1|1|0|N|2|0|875
RN|70439094|G0002769|AC1819|ACT|1170|285|Plantation Street|varies|401||01604||4|7/29/2007 3:55:00 PM|15|D|4|2|1|0|N|2|0|930
RN|70439097|G0002769|AC1819|ACT|1010|285|Plantation Street|varies|401||01604||3|7/29/2007 3:55:00 PM|7|D|3|1|1|0|N|2|0|650
RN|70575303|G0002769|AC1819|ACT|1280|1|Technology Drive|vary|376||01824||1|5/9/2007 5:33:00 PM|1|D|3|1|1|0|N|1|10000|670
RN|70575305|G0002769|AC1819|ACT|1730|1|Technology Drive|vary|376||01824||1|5/9/2007 5:33:00 PM|1|D|5|2|2|0|Y|1|10000|1030
RN|70575306|G0002769|AC1819|ACT|1810|1|Technology Drive|vary|376||01824||1|5/9/2007 5:33:00 PM|1|D|5|2|2|0|Y|1|10000|1076
RN|70599699|G0002769|AC1819|ACT|1050|479|S. Broadway|vary|364||01843||1|7/29/2007 3:35:00 PM|1|D|4|2|1|0||2|80000|820
RN|70600966|G0002769|AC1819|ACT|908|1982-1990|Middlesex Street|vary|372||01851||1|6/19/2007 5:40:00 PM|1|D|3|1|1|0|N|1|80000|650
RN|70600977|G0002769|AC1819|ACT|1015|1982-1990|Middlesex Street|vary|372||01851||1|6/19/2007 5:55:00 PM|1|D|4|2|1|0|N|1|43000|800
RN|70600997|G0002769|AC1819|ACT|1350|525|Merrill Lane|0|371||01826||2|8/1/2008 11:53:00 AM|3|D|4|2|2|0|N|2|100000|530
RN|70602279|G0002769|AC1819|ACT|895|23-59|Pratt Ave|vary|372||01851||1|9/10/2007 7:53:00 AM|1|D|3|1|1|0||2|0|506
RN|70602303|G0002769|AC1819|ACT|997|23-59|Pratt Ave|vary|372||01851||1|9/10/2007 7:53:00 AM|1|D|4|2|1|0||2|0|725
RN|70603049|G0002769|AC1819|ACT|1075|670|Princeton Blvd|varies|372||01851||3|7/29/2007 3:33:00 PM|7|D|3|1|1|0||1|43000|730
RN|70603066|G0002769|AC1819|ACT|1125|670|Princeton Blvd|varies|372||01851||3|7/30/2007 2:54:00 PM|7|D|4|2|1|0||1|43000|800
RN|70603069|G0002769|AC1819|ACT|1355|670|Princeton Blvd|varies|372||01851||2|7/29/2007 3:21:00 PM|3|D|4|2|1|0||1|43000|930
RN|70603072|G0002769|AC1819|ACT|1200|670|Princeton Blvd|varies|372||01851||2|7/29/2007 3:21:00 PM|3|D|4|2|1|0||1|43000|930
RN|70603077|G0002769|AC1819|ACT|1385|670|Princeton Blvd|varies|372||01851||2|7/29/2007 3:22:00 PM|3|B|4|2|1|0||1|43000|930
RN|70603079|G0002769|AC1819|ACT|1325|39|Carl Street|varies|372||01851||1|7/29/2007 3:23:00 PM|1|D|4|1|1|0||1|160000|769
RN|70603084|G0002769|AC1819|ACT|1487|39|Carl Street|varies|372||01851||1|7/29/2007 3:25:00 PM|1|D|4|2|1|1|Y|1|160000|769
RN|70603087|G0002769|AC1819|ACT|1350|39|Carl Street|varies|372||01851||1|7/30/2007 2:55:00 PM|1|D|4|2|1|1|Y|1|160000|769
RN|70603089|G0002769|AC1819|ACT|1450|39|Carl Street|varies|372||01851||1|7/29/2007 3:24:00 PM|1|D|4|2|1|1|Y|1|160000|1002
RN|70603091|G0002769|AC1819|ACT|908|240|Varnum Ave|vary|372||01851||1|6/22/2007 3:21:00 PM|1|D|3|1|1|0||1|35000|600
RN|70603092|G0002769|AC1819|ACT|1015|240|Varnum Ave|vary|372||01851||1|6/22/2007 3:21:00 PM|1|D|4|2|1|0||1|35000|780
RN|70603482|G0002769|AC1819|ACT|939|194|Cohasset Street|vary|401||01604||1|7/29/2007 3:11:00 PM|1|D|4|2|1|0||1|200000|700
RN|70603487|G0002769|AC1819|ACT|940|479|S. Broadway|vary|364||01843||1|7/29/2007 3:19:00 PM|1|D|3|1|1|0|N|2|25000|570
RN|70603488|G0002769|AC1819|ACT|1010|479|S. Broadway|vary|364||01843||1|7/29/2007 3:34:00 PM|1|D|4|2|1|0||1|80000|700
RN|70603490|G0002769|AC1819|ACT|970|46|Park Street|varies|372||01852||4|7/29/2007 3:36:00 PM|15|D|3|1|1|0|N|1|40000|600
RN|70603493|G0002769|AC1819|ACT|1070|46|Park Street|varies|372||01852||4|7/30/2007 2:53:00 PM|15|D|4|2|1|0|N|1|45000|720
RN|70603494|G0002769|AC1819|ACT|1120|46|Park Street|varies|372||01852||3|7/29/2007 3:15:00 PM|7|D|4|2|1|0|N|1|0|850
RN|70607276|G0002769|AC1819|ACT|900|193|Lowell Street|varies|365||01844||4|7/28/2007 1:46:00 PM|15|D|3|1|1|0||1|80000|650
RN|70607277|G0002769|AC1819|ACT|975|193|Lowell Street|varies|365||01844||3|8/15/2007 8:41:00 AM|7|D|4|2|1|0||1|80000|750
RN|70607278|G0002769|AC1819|ACT|1020|193|Lowell Street|varies|365||01844||4|7/30/2007 2:52:00 PM|15|D|4|2|1|0||1|80000|750
RN|70607354|G0002769|AC1819|ACT|1340|12|Heritage Drive|vary|316||01970||1|6/30/2007 2:01:00 PM|1|D|5|2|1|0||2|740500|750
RN|70607367|G0002769|AC1819|ACT|1050|46|Park Street|varies|372||01852||5|7/29/2007 3:08:00 PM|31|D|3|1|1|0|N|2|40000|700
RN|70607368|G0002769|AC1819|ACT|1165|12|Heritage Drive|vary|316||01970||3|7/29/2007 3:09:00 PM|7|D|4|1|1|0||2|7405000|700
RN|70607376|G0002769|AC1819|ACT|1340|12|Heritage Drive|vary|316||01970||2|8/22/2007 11:36:00 AM|3|D|5|2|1|0||2|7405000|700
RN|70613261|G0002769|AC1819|ACT|1099|673|Franklin Street|varies|401||01604||6|5/13/2011 1:52:00 PM|63|D|4|2|1|0||2|80000|600
RN|70692412|BB301768|BB5831|ACT|2500|85|Merchant Ave|85|119||02675||18|3/1/2012 6:39:00 PM|262143|A|7|3|2|1|Y|2|33541|2500
RN|70704878|FR000264|FR0212|ACT|800|777|County St|call today!|156|NCE|02740||5|2/25/2009 3:03:00 PM|31|D|4|2|1|0|N|1|24163|800
RN|70713059|FR000328|FR0177|ACT|1500|15|Mishaum Point Rd|0|157|SDA|02748||1|2/21/2008 2:03:00 PM|1|A|4|2|1|0||1|13014|600
RN|70719175|FR800386|BB5673|ACT|800|190|Meadow St|553|570||01260||5|2/29/2008 12:36:00 PM|31|C|2|2|2|0|Y|1|0|950
RN|70754730|A9500738|A95340|ACT|5000|280|Elm Street|3|157|SDA|02748| |8|7/14/2009 7:57:00 AM|255|C|4|2|2|0|Y|1|0|1540
RN|70782784|G0002769|AC1819|ACT|2125|525|Pawtucket Boulevard|varies|372||01854||7|5/13/2011 1:30:00 PM|127|C|4|2|2|0|Y|2|40000|1440
RN|70795609|B0301268|B95197|ACT|3200|55|LONG BEACH ROAD|0|327||01966||13|7/22/2008 12:06:00 PM|8191|A|7|4|1|1|N|4|3200|1680
RN|70850305|TEAM0336|BB1305|ACT|2000|18|Trotting Park Rd|18|105|WDE|02670||14|11/24/2008 4:39:00 PM|16383|B|8|5|1|1|N|4|8712|1800
RN|70855327|BB803082|BB5092|ACT|1650|14-18|John Eliott Square|4E|1|004|02119||2|12/11/2008 7:35:00 PM|3|C|5|2|1|0||1|4500|900
RN|70864005|G0002788|D95020|ACT|350|574|BOSTON ROAD|#13|374||01821||1|1/14/2009 2:56:00 PM|1|C|1|0|0|0|N|80|0|0
RN|70899186|M9500003|M39601|ACT|1300|200|Center street-unit 8|a|856||01056||1|4/12/2009 12:21:00 PM|1|C|2|0|0|1|N|25|0|662
RN|70914013|C0001904|C95278|ACT|2200|90|Ocean Street|1|312|DID|01902||14|5/5/2009 9:32:00 PM|16383|D|3|1|1|0|N|1|9191.16|460
RN|70931326|G0002769|AC1819|ACT|1702|One|Katahdin Drive|vary|63||02421||7|5/13/2011 1:28:00 PM|127|D|3|1|1|0||2|80000|750
RN|70931330|G0002769|AC1819|ACT|2001|One|Katahdin Drive|vary|63||02421||6|5/13/2011 1:25:00 PM|63|D|4|2|1|1|Y|2|480000|920
RN|70931336|G0002769|AC1819|ACT|2014|One|Katahdin Drive|vary|63||02421||7|5/13/2011 1:27:00 PM|127|D|4|2|2|0|Y|2|480000|950
RN|70931343|G0002769|AC1819|ACT|2074|One|Katahdin Drive|vary|63||02421||7|5/13/2011 1:29:00 PM|127|D|4|2|1|1|Y|2|480000|1100
RN|70931362|G0002769|AC1819|ACT|3114|One|Katahdin Drive|vary|63||02421||6|5/13/2011 1:16:00 PM|63|B|6|3|1|1|Y|2|480000|1100
RN|70931415|G0002769|AC1819|ACT|1470|7000|Horseshoe lane|vary|302||01887||6|5/13/2011 1:18:00 PM|63|D|3|1|1|0||2|80000|760
RN|70931420|G0002769|AC1819|ACT|1875|7000|Horseshoe lane|vary|302||01887||7|5/13/2011 1:19:00 PM|127|D|4|2|2|0||2|80000|1080
RN|70931423|G0002769|AC1819|ACT|1750|7000|Horseshoe lane|vary|302||01887||6|5/13/2011 1:20:00 PM|63|D|4|2|2|0||2|80000|1074
RN|70931426|G0002769|AC1819|ACT|1765|7000|Horseshoe lane|vary|302||01887||6|5/13/2011 1:21:00 PM|63|D|4|2|2|0||2|80000|1053
RN|70931431|G0002769|AC1819|ACT|2230|7000|Horseshoe lane|vary|302||01887||6|5/13/2011 1:23:00 PM|63|D|5|3|2|0|Y|2|80000|1294
RN|70949678|BB985184|BB533|ACT|1295|4|Meisner Circle|23|1185||03079||5|7/20/2009 10:27:00 AM|31|D|5|2|1|0|N|1|0|850
RN|70954425|M9500176|M95184|ACT|2250|1|Apple Blossom Ln|00|853||01028||10|7/30/2009 1:01:00 PM|1023|D|2|1|1|0|Y|2|469925|549
RN|70959800|BB809674|BB5697|ACT|2300|34|Hadley Court|0|3060||06340||1|8/11/2009 4:02:00 PM|1|A|7|4|3|0|Y|4|0|2000
RN|70978155|BB985184|BB533|ACT|1350|6L|Ridge Road|L|1055||03038||1|9/21/2009 11:47:00 AM|1|C|4|2|1|1||2|0.36|1496
RN|70997854|BB954486|NB5359|ACT|3600|1|Emerson Place|1|1|109|02114||4|11/4/2009 3:28:00 PM|15|D|3|1|1|0|N|1|0|1000
RN|71011490|G0002769|AC1819|ACT|1025|670|Princeton Blvd|varies|372||01851||6|5/13/2011 1:13:00 PM|63|D|3|1|1|0||1|43000|650
RN|71013085|A0000887|A48502|ACT|4000|12|Stonebarn Way|12|112|BRP|02554||11|12/28/2009 8:37:00 PM|2047|A|6|3|2|0|Y|2|5000|1100
RN|71019865|H8525963|G95224|ACT|755|30|Sears|5|1179||03461||6|1/16/2010 11:48:00 AM|63|D|3|1|1|0|N|1|0|580
RN|71019866|H8525963|G95224|ACT|895|34|Sears|2|1179||03461||7|1/16/2010 11:49:00 AM|127|D|3|2|1|0|N|1|0|580
RN|71020577|D0008356|AC1300|ACT|675|574|Boston Road|9|374||01821||1|1/19/2010 8:47:00 AM|1|C|3|0|0|0|N|20|20000|958
RN|71020619|D0008356|AC1300|ACT|450|505|Middlesex Turnpike|15|374||01821||4|3/5/2010 3:15:00 PM|15|C|1|0|0|0||20|20000|738
RN|71042308|A9500217|A95007|ACT|1025|9-25|Thomas Ave|9-25|102|BBY|02532||17|3/5/2010 12:34:00 PM|131071|D|4|2|1|0||2|0|800
RN|71047118|B0301268|B95197|ACT|1800|55|LONG BEACH ROAD|1|327||01966||13|3/15/2010 7:33:00 PM|8191|A|7|4|1|1|N|4|3200|1680
RN|71055662|G0002769|AC1819|ACT|1360|1|Technology Drive|vary|376||01824||6|5/13/2011 1:12:00 PM|63|D|3|1|1|0|Y|1|10000|778
RN|71066804|A9501571|A95338|ACT|5000|8|Chockers Ln, CH206|1|122|CHI|02535||9|4/17/2010 5:00:00 PM|511|A|5|3|2|1|Y|4|30928|1380
RN|71066808|A9501571|A95338|ACT|4000|291|Barnes Rd OB516|1|125|OAK|02557||9|4/17/2010 5:21:00 PM|511|A|7|4|2|0||4|64500|1920
RN|71070541|A9501571|A95338|ACT|9000|384|Middle Rd, CH222|0|122||02535||8|4/24/2010 4:10:00 PM|255|A|12|6|4|0|Y|4|285000|3960
RN|71070550|A9501571|A95338|ACT|2800|19|Lighthouse Rd, AQ605|1|121||02535||12|10/6/2011 12:58:00 PM|4095|A|7|3|2|0|Y|4|98000|2000
RN|71071023|A9501571|A95338|ACT|5000|2|Other House Rd,CH217|1|122|CHI|02535||8|4/26/2010 12:13:00 PM|255|A|5|4|3|0|Y|4|60200|1800
RN|71071037|A9501571|A95338|ACT|2800|6|Ocean View Farms Rd, CH202|0|122|CHI|02535||7|4/26/2010 12:25:00 PM|127|A|5|3|1|0||4|137600|1152
RN|71071140|A9501571|A95338|ACT|9600|42|Menemsha Drive, CH214|1|122|CHI|02535||7|4/26/2010 2:15:00 PM|127|A|7|3|2|1|Y|4|206400|2500
RN|71072207|A9501571|A95338|ACT|5375|15|Loon Ln, CH203|1|122|MEN|02535||7|4/28/2010 11:02:00 AM|127|A|7|5|2|0||5|90000|1800
RN|71072949|NB113154|NB4047|ACT|1019|15|Crawford Ridge|15|1035||03595||10|4/29/2010 12:37:00 PM|1023|C|12|5|3|1|Y|2|3000|3000
RN|71075451|BB954486|NB5359|ACT|5800|1365|Boylston Street|4|1|105|02215||20|12/27/2011 3:31:00 PM|1048575|D|5|2|2|0|Y|1|0|1200
RN|71078874|FR000540|A95340|ACT|4000|36|Elm street|1|157||02748||17|4/1/2011 4:34:00 PM|131071|A|10|7|4|1|N|10|31279|5000
RN|71079667|A9501571|A95338|ACT|4600|666|Old County Rd|1|123||02575| |9|5/12/2010 3:47:00 PM|511|A|8|4|2|1|Y|4|174240|2849
RN|71080977|A9501571|A95338|ACT|4500|74|Mattakesset Way|0|126||02535| |7|5/14/2010 4:14:00 PM|127|A|6|4|3|0||2|22215|1008
RN|71086998|FR000328|FR0177|ACT|2200|81|Degaris Avenue|0|157|SDA|02748||8|5/27/2010 11:33:00 AM|255|A|7|3|2|0|Y|2|0.2|2337
RN|71093501|G0002769|AC1819|ACT|2550|499|Boston Road|varies|374||01821||6|5/13/2011 1:08:00 PM|63|D|3|1|1|0||1|3|774
RN|71093502|G0002769|AC1819|ACT|3000|499|Boston Road|varies|374||01821||6|5/13/2011 1:09:00 PM|63|D|4|2|2|0||1|3|1077
RN|71093503|G0002769|AC1819|ACT|3000|499|Boston Road|varies|374||01821||6|5/13/2011 1:10:00 PM|63|D|3|1|1|0||1|3|844
RN|71093504|G0002769|AC1819|ACT|3000|499|Boston Road|varies|374||01821||7|5/13/2011 1:11:00 PM|127|D|4|2|2|0||1|3|1161
RN|71095006|G0002769|AC1819|ACT|2550|1|Technology Drive|varies|376||01863||6|5/13/2011 1:04:00 PM|63|D|3|1|1|0||1|3|670
RN|71095007|G0002769|AC1819|ACT|3000|1|Technology Drive|varies|376||01863||7|5/13/2011 1:06:00 PM|127|D|4|2|2|0||1|3|1030
RN|71095008|G0002769|AC1819|ACT|2550|1|Technology Drive|varies|376||01863||7|5/13/2011 1:06:00 PM|127|D|3|1|1|0||1|3|778
RN|71095010|G0002769|AC1819|ACT|3000|1|Technology Drive|varies|376||01863||9|5/13/2011 12:59:00 PM|511|D|4|2|2|0||1|3|1076
RN|71095013|G0002769|AC1819|ACT|2800|39|Carl Place|varies|372||01851||6|5/13/2011 1:00:00 PM|63|D|4|2|2|0||1|3|939
RN|71095014|G0002769|AC1819|ACT|2050|678|Princeton Boulevard|varies|372||01851||7|5/13/2011 1:01:00 PM|127|D|3|1|1|0||1|3|939
RN|71095017|G0002769|AC1819|ACT|2350|678|Princeton Boulevard|varies|372||01851||6|5/13/2011 1:03:00 PM|63|D|4|2|1|0||1|3|730
RN|71097908|BB954486|NB5359|ACT|4500|4|Emerson Place|8|1|109|02114||7|6/18/2010 1:05:00 PM|127|D|2|1|1|0|Y|1|0|850
RN|71097909|BB954486|NB5359|ACT|4600|1|Emerson Place|9|1|109|02114||15|4/21/2011 7:11:00 PM|32767|D|4|2|2|0|Y|0|0|1150
RN|71097911|BB954486|NB5359|ACT|4600|1|Emerson Place|14|1|109|02114||14|12/27/2011 3:14:00 PM|16383|D|4|2|2|0|Y|0|0|1150
RN|71097913|BB954486|NB5359|ACT|3600|1|Emerson Place|7|1|109|02114||1|6/18/2010 1:41:00 PM|1|D|4|1|1|0|Y|0|0|1150
RN|71097914|BB954486|NB5359|ACT|5800|175|Blossom Street|2|1|109|02114||15|12/27/2011 3:24:00 PM|32767|D|5|2|2|0|Y|1|0|1260
RN|71097915|BB954486|NB5359|ACT|5900|175|Blossom Street|7|1|109|02114||10|12/13/2011 8:14:00 PM|1023|D|4|2|2|0|Y|1|0|1260
RN|71097936|BB954486|NB5359|ACT|4600|4|Emerson Place|6|1|109|02114||6|6/18/2010 12:44:00 PM|63|D|5|2|2|0|Y|1|0|1000
RN|71099631|C9501189|C97100|ACT|4000|4|River Road|0|326|ANN|01930||11|6/22/2010 3:56:00 PM|2047|A|10|6|2|0|N|3|7222|2800
RN|71100587|G0002769|AC1819|ACT|3550|525|Pawtucket Blvd|varies|372||01854||10|5/13/2011 12:48:00 PM|1023|D|4|2|2|0||1|3|1234
RN|71100588|G0002769|AC1819|ACT|3850|525|Pawtucket Blvd|varies|372||01854||8|5/13/2011 12:50:00 PM|255|D|4|2|2|0||1|3|1600
RN|71100592|G0002769|AC1819|ACT|1650|740|Farm Road|varies|405||01752||6|5/13/2011 12:54:00 PM|63|D|1|1|1|0||1|3|379
RN|71100594|G0002769|AC1819|ACT|2475|740|Farm Road|varies|405||01752||7|5/13/2011 12:55:00 PM|127|D|4|2|1|0||1|3|860
RN|71100596|G0002769|AC1819|ACT|2225|740|Farm Road|varies|405||01752||6|5/13/2011 12:56:00 PM|63|D|3|1|1|0||1|3|658
RN|71100597|G0002769|AC1819|ACT|2525|740|Farm Road|varies|405||01752||6|5/13/2011 12:46:00 PM|63|D|3|1|1|0||1|3|876
RN|71129742|G0002769|AC1819|ACT|1750|525|Pawtucket Boulevard|vary|372||01854||7|8/30/2010 12:40:00 PM|23|C|4|2|2|0|Y|2|40000|1162
RN|71135604|C9485338|C58300|ACT|3800|9|Tall Tree Dr|1|319||01915||25|1/18/2011 10:50:00 PM|33554431|A|12|5|4|1|Y|6|434729|5021
RN|71139614|BB954117|BB1175|ACT|700|38R|Raymond Street|1|34||02038||1|9/26/2010 9:19:00 PM|1|F|0|0|0|0||4|0|708
RN|71145330|H2368291|H24001|ACT|1000|175|Fourth Street|1|466||01475||21|10/5/2010 10:09:00 AM|2097151|B|5|2|1|0|N|0|17685|1000
RN|71147660|BB802522|BB5522|ACT|2500|16|Norwood Ave|0|325||01944||9|10/6/2010 10:28:00 PM|511|A|6|4|1|1||3|99999|2500
RN|71160237|NB112371|NB3120|ACT|2350|286|Grand Ave|3|107||02540||7|11/8/2010 2:53:00 PM|127|C|4|1|1|1|Y|2|0|1551
RN|71162761|BB985184|BB533|ACT|800|57|PS Street 1BR|RR234|1144||03060||12|11/15/2010 5:27:00 PM|4095|D|3|1|1|0|N|2|2.31|700
RN|71163193|BB954486|NB5359|ACT|4500|1365|Boylston Street|1|1|105|02215||7|11/16/2010 6:24:00 PM|127|D|4|1|1|0|Y|1|0|900
RN|71164752|G0002769|AC1819|ACT|1510|499|Boston Road|Varies|374||01821||11|5/13/2011 12:37:00 PM|2047|D|3|1|1|0|N|1|50000|844
RN|71164753|G0002769|AC1819|ACT|1510|499|Boston Road|Varies|374||01821||9|5/13/2011 12:42:00 PM|511|D|3|1|1|0|N|1|50000|774
RN|71164755|G0002769|AC1819|ACT|1575|499|Boston Road|Varies|374||01821||8|5/13/2011 12:43:00 PM|255|D|3|1|1|0|N|1|50000|961
RN|71164757|G0002769|AC1819|ACT|1864|499|Boston Road|Varies|374||01821||9|5/13/2011 12:38:00 PM|511|D|4|2|2|0|Y|1|50000|1161
RN|71164758|G0002769|AC1819|ACT|1943|499|Boston Road|Varies|374||01821||12|5/13/2011 12:40:00 PM|4095|D|5|2|2|0|Y|1|50000|1339
RN|71164765|BB985184|BB533|ACT|1250|57|PS Street 2BR|RR235|1144||03060||4|11/22/2010 11:21:00 AM|15|D|4|2|1|0|N|2|2.31|400
RN|71164770|BB985184|BB533|ACT|650|57|PS Street STUDIO|RR236|1144||03060||4|11/22/2010 11:30:00 AM|15|D|1|1|1|0|N|2|2.31|400
RN|71166642|G8002313|AC0766|ACT|750|23|Arch Avenue|3|352||01832||2|11/30/2010 5:18:00 PM|3|D|5|2|1|0|N|0|4338|850
RN|71173194|BB807993|BB0285|ACT|875|1363|Smith|0|2033||02911||5|12/28/2010 1:54:00 PM|31|D|3|1|1|0||2|0|0
RN|71173200|BB807993|BB0285|ACT|1100|1363|Smith|0|2033||02911||6|12/28/2010 2:04:00 PM|63|D|4|2|1|0||2|0|0
RN|71174832|G0002769|AC1819|ACT|950|1982-1990|Middlesex Street|vary|372||01851||6|5/13/2011 12:35:00 PM|63|D|4|2|1|0|N|1|80000|750
RN|71177637|BB954486|NB5359|ACT|3600|10|Emerson Place|1|1|109|02114||9|1/11/2011 4:07:00 PM|511|D|3|1|1|0|N|1|9999999|1000
RN|71179220|A0002614|A12401|ACT|156|29|Miller Stile Road|1-20|195|QUC|02169||8|1/17/2011 11:30:00 AM|255|D|1|1|0|0|N|1|0|0
RN|71180424|A0002162|BB2685|ACT|2990|148|Foster|1|208||02050||30|3/21/2012 11:05:00 AM|1073741823|A|7|4|2|1|Y|10|13090|1893
RN|71180883|G0002741|AC0865|ACT|1350|369|Merrimack Street|C|365||01844||4|1/24/2011 4:16:00 PM|15|C|5|0|0|2||10|9999|1100
RN|71181429|CT003341|FR0227|ACT|13|1047|County|2|163||02726||3|1/24/2011 11:44:00 AM|7|C|1|0|0|2|N|10|5400|4000
RN|71181914|BB985184|BB533|ACT|1350|2|Meisner Cir, RR 248|10|1185||03038||1|1/25/2011 1:52:00 PM|1|D|5|3|1|0||2|0|850
RN|71183471|G0002769|AC1819|ACT|475|16|Main St|1|458|AYR|01432||6|5/13/2011 12:04:00 PM|63|B|1|0|0|1||0|0|400
RN|71184706|BB903003|BB9162|ACT|1200|28|Eaton Court|Royal Bdrm|56||02481||4|2/3/2011 2:16:00 PM|15|A|1|1|1|0|N|1|7000|175
RN|71184718|BB903003|BB9162|ACT|1400|28|Eaton Court|2-R|56||02481||4|2/3/2011 3:15:00 PM|15|A|1|1|1|0|N|1|7000|1800
RN|71184736|BB903003|BB9162|ACT|1600|28|Eaton Court|Furn 2nd fl|56||02481||4|2/3/2011 3:17:00 PM|15|A|1|1|1|0|Y|3|7000|200
RN|71188560|FR000264|FR0212|ACT|900|114|Davis St|3E|156|NNO|02746||4|2/15/2011 4:25:00 PM|15|D|4|2|1|0|N|2|10080|800
RN|71188571|NA111179|NA1842|ACT|2400|117|Seaview ave|0|119||02664||18|2/9/2012 1:30:00 PM|262143|A|7|4|2|0|N|8|0.17|1800
RN|71189285|A8001137|A95007|ACT|2400|161|Cushman|Year Round|152||02770||4|4/28/2011 4:27:00 PM|15|A|9|3|2|1|Y|6|4.75|3472
RN|71189686|NB113645|AC0487|ACT|2200|56|Surrey Lane|56|182||02333||5|5/23/2011 9:19:00 AM|31|C|6|3|2|1|Y|2|2050|2100
RN|71192921|BB802707|BB5763|ACT|1450|79|Wilson Ave|3|46||01702||7|2/28/2012 2:42:00 PM|127|D|5|2|1|0||2|10890|900
RN|71193420|BB922725|BB8178|ACT|2000|76|Priscilla|1|107|MAV|02536||20|3/1/2011 1:38:00 PM|1048575|A|7|3|2|0||5|4800|1404
RN|71193663|M8000710|M95392|ACT|1000|90&92|High St|various|839||01105||1|3/1/2011 5:15:00 PM|1|D|5|3|1|0|N|0|0|0
RN|71193961|A0001373|A95038|ACT|1700|680|Plymouth|1|182||02333||4|3/2/2011 10:51:00 AM|15|A|5|0|0|1|N|10|60113|2204
RN|71195835|C8000681|C80006|ACT|985|102|Sandy Bay Terrace|2D|327||01966||6|3/5/2011 3:04:00 PM|63|D|4|2|1|0||1|247427|925
RN|71195856|C8000681|C80006|ACT|955|103|Hart Street|2D|173||02780||5|3/5/2011 4:00:00 PM|31|D|4|2|1|0||1|284447|850
RN|71197014|C8000681|C80006|ACT|800|328|Greenwood St|1E|401||01607||5|3/8/2011 3:45:00 PM|31|D|4|1|1|0||1|114127|700
RN|71197043|C8000681|C80006|ACT|725|328|Greenwood St.|1D|401||01607||4|3/8/2011 4:07:00 PM|15|D|3|1|1|0||1|114127|500
RN|71197933|C8000681|C80006|ACT|795|103|Hart Street|1E|173||02780||4|3/10/2011 9:15:00 AM|15|D|3|1|1|0|N|1|284447|700
RN|71197965|C8000681|C80006|ACT|745|103|Hart Street|1D|173||02780||3|3/10/2011 10:17:00 AM|7|D|2|0|1|0||1|284447|650
RN|71199052|FR000328|FR0177|ACT|12000|48|North Shore Drive|14|157|SDA|02748||16|3/12/2011 12:15:00 PM|65535|C|7|4|3|0|Y|40|0|3000
