PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET
RN|71343849|H9500106|H95040|ACT|800|552|Mammoth Road|3|1125||03053||10|2/28/2012 11:40:00 AM|1023|D|3|1|1|0||2|41382|541
RN|71343853|M8000632|M39600|ACT|1850|70|Montgomery|1|862||01085||10|2/28/2012 11:45:00 AM|1023|A|6|4|1|1|N|6|0.15|1500
RN|71343910|C9605547|C99300|ACT|1300|230|Washington Street|D|318||01945||7|2/28/2012 12:59:00 PM|127|C|4|2|1|0|N|1|99999999|719
RN|71343922|BB981919|BB5578|ACT|1900|44|Concord Avenue|301|13|HVS|02138||10|2/28/2012 9:38:00 PM|1023|C|3|1|1|0|N|1|0|600
RN|71343933|G0002355|G40100|ACT|1375|23|Hampshire Road|212|365||01844||11|2/28/2012 1:27:00 PM|2047|C|5|2|2|0|Y|2|0|980
RN|71343935|BB810723|BB8150|ACT|1300|96|Old Colony|366|173||02718||18|2/28/2012 1:28:00 PM|262143|C|5|2|2|0|Y|2|99999|1244
RN|71343943|A9501708|M80007|ACT|3950|38|Old Bridge Rd|1|204||02339||9|2/28/2012 1:34:00 PM|511|A|8|4|2|1|Y|4|3.36|2820
RN|71344007|BB983063|A95371|ACT|1100|22|Highland Street|1|173||02780||9|2/28/2012 2:56:00 PM|511|B|5|2|1|0|N|2|0|1152
RN|71344014|BB301414|BB6223|ACT|2400|101|Dalby Street|101|39||02458||8|2/28/2012 3:01:00 PM|255|B|5|3|2|1|Y|2|0|1600
RN|71344015|D9503114|D95041|ACT|850|2|Town House Ln|8|58||01720||13|3/6/2012 5:07:00 PM|8191|C|4|1|1|0|N|1|0|632
RN|71344030|BB901762|B30304|ACT|1995|10|MUSEUM WAY|1027|13||02141||11|2/28/2012 3:16:00 PM|2047|C|3|1|1|0||0|0|663
RN|71344036|CT003166|NB5219|ACT|3000|10|Museum Way|1623|13|ECM|02141||18|3/19/2012 9:59:00 AM|262143|C|4|1|1|0||1|0|811
RN|71344061|BB807548|BB8009|ACT|2800|10|Trapelo Street|10|1|011|02135||4|2/28/2012 4:03:00 PM|15|A|7|5|2|0||3|3800|1200
RN|71344104|BB810087|AC0672|PCG|1450|140|Quincy Avenue|14|195||02169||8|3/26/2012 6:21:00 PM|255|B|4|2|1|0||1|1756|818
RN|71344110|NB111922|NB2634|ACT|1600|89-91|Florence|1|39|CNH|02135||7|2/28/2012 5:05:00 PM|127|D|5|2|1|0|N|1|9999|900
RN|71344113|NB113344|A01801|ACT|1800|43|MOUNT PLEASANT|3|1|004|02119||6|2/28/2012 5:06:00 PM|63|D|6|4|1|0|N|0|7000|1300
RN|71344114|BB923724|BB9617|ACT|850|1|N Water St|B|117|ONS|02571||5|2/28/2012 5:07:00 PM|31|B|5|1|1|0||0|0|1008
RN|71344117|CT000211|K95344|ACT|1200|83|Central Street|1|437||01529||23|2/28/2012 5:14:00 PM|8388607|D|3|1|1|0|Y|2|5.29|600
RN|71344130|H3587723|H95136|ACT|625|65|Main St|28|454||01453||2|2/28/2012 5:46:00 PM|3|D|2|1|1|0||0|21837|380
RN|71344142|BB815392|NB9350|ACT|5750|1|Avery St|17D|1|108|02111||5|2/28/2012 6:12:00 PM|31|C|4|2|2|0|Y|1|1|1135
RN|71344162|C6747345|C95172|ACT|1600|406|Paradise|PH-G|317||01907||1|2/28/2012 7:33:00 PM|1|C|5|2|2|0|Y|3|0|1394
RN|71344182|NB110503|NB1378|ACT|12000|384|DUDLEY ROAD|1|39|NCR|02459||11|2/28/2012 8:11:00 PM|2047|A|10|5|4|2|Y|4|16741|5350
RN|71344183|BB801472|BB5019|ACT|800|872|Whittenton St|2|173|34O|02780||5|2/28/2012 8:13:00 PM|31|D|4|1|1|0||1|8276|700
RN|71344217|BB982654|BB9589|ACT|6000|30|Woodcliffe Road|30|63||02421||14|3/6/2012 9:43:00 PM|16383|A|11|5|4|0|Y|6|0.3|4525
RN|71344240|NB112289|NB3030|ACT|1600|4975|Washington St.|110|1|009|02132||10|3/5/2012 12:01:00 AM|1023|C|4|2|2|0|Y|2|9999|1055
RN|71344261|CT003166|NB5219|PCG|3300|10|Museum Way|1726|13|ECM|02141||23|2/29/2012 7:17:00 AM|8388607|C|5|2|2|0|Y|1|0|1067
RN|71344279|BB901740|B92501|ACT|2200|56|Bowdoin|2|16||02155||12|2/29/2012 8:17:00 AM|4095|D|7|3|2|0||0|0|0
RN|71344301|C8000055|C95278|BOM|2700|26|Washington Sq|1|318||01945||7|2/29/2012 9:13:00 AM|127|D|5|2|1|0||1|0|1100
RN|71344333|FR000104|FR0046|ACT|650|587|June St.|3|161||02720||8|2/29/2012 10:05:00 AM|255|D|5|2|1|0||0|0|750
RN|71344346|BB815392|NB9350|ACT|8500|1|Avery|22C|1|108|02111||20|2/29/2012 10:15:00 AM|1048575|C|5|2|2|1|Y|1|1|1505
RN|71344351|H6542000|H95154|ACT|700|126|Washington Street|1|465||01440||8|2/29/2012 10:30:00 AM|255|D|3|1|1|0|N|2|5324|776
RN|71344354|BB923119|BB8079|ACT|645|36|Grosvenor st|1|401||01610||6|3/8/2012 6:52:00 PM|63|D|3|1|1|0||1|4050|600
RN|71344362|BB300989|BB2447|ACT|1200|208|Franklin Crossing|208|34||02038||1|2/29/2012 10:39:00 AM|1|C|4|2|1|0|N|2|0|936
RN|71344372|K8001299|BB3154|ACT|525|60|Pulaski St|2|868||01082||1|2/29/2012 11:00:00 AM|1|D|3|1|1|0|N|1|0.1|500
RN|71344373|FR000173|FR0045|EXT|700|24|HALL STREET|1F|161||02724||4|2/29/2012 11:02:00 AM|15|D|5|2|1|0||1|6000|600
RN|71344396|B8001375|BB9088|ACT|1050|144|Washington|2|315||01960||6|3/14/2012 5:48:00 PM|63|C|3|1|1|0||1|9148|780
RN|71344400|B8001375|BB9088|ACT|1250|144|Washington|5|315||01960||1|3/14/2012 5:52:00 PM|1|C|4|2|1|0||1|9148|1000
RN|71344423|B8001375|BB9088|ACT|1350|144|Washington|7|315||01960||6|3/14/2012 5:51:00 PM|63|C|4|2|2|0|Y|1|9148|1050
RN|71344489|BB900459|AC1028|ACT|2000|11|Pointe Rok Dr.|11|401||01604||29|2/29/2012 3:08:00 PM|536870911|B|6|2|3|0|Y|2|0|1700
RN|71344512|BB911174|BB3119|ACT|850|25|Trescott St|2|173||02780||0|2/29/2012 1:52:00 PM|0|D|5|2|1|0||2|0|1100
RN|71344551|FR700023|BB5807|ACT|750|123|Hemlock Street|1|156||02740||1|2/29/2012 2:35:00 PM|1|D|6|2|1|0|N|0|0|913
RN|71344553|BB301528|BB4604|ACT|1575|146|Willow Street|23|40||02452||5|2/29/2012 2:35:00 PM|31|C|4|2|1|0||2|0|1000
RN|71344555|K0001514|K01304|ACT|650|121|Main Street|B 2|464||01473||2|3/12/2012 8:32:00 AM|3|D|3|1|1|0|N|2|22000|650
RN|71344575|C2506696|NB5013|ACT|1600|0|Batchelders Court|1|312||01905||0|2/29/2012 2:53:00 PM|0|A|7|3|2|0|N|2|3000|1456
RN|71344603|K9502265|K95622|ACT|1200|22|River|B|444||01527||1|2/29/2012 3:19:00 PM|1|B|5|2|1|1|N|4|0.64|1250
RN|71344607|B8000818|B70004|ACT|1400|78|main st|3|14||02149||8|2/29/2012 3:25:00 PM|255|B|5|2|1|0||0|3500|1050
RN|71344617|NB113951|BB3336|EXT|2750|524|East Broadway|8|1|005|02127||12|2/29/2012 3:40:00 PM|4095|D|5|2|2|0|Y|1|0|1200
RN|71344633|K8000136|K95608|ACT|725|598|Worcester St|4|428||01550||6|2/29/2012 3:59:00 PM|63|C|4|2|1|0||1|0|850
RN|71344672|TEAM0244|BB5774|ACT|1750|28|Balfour Street|2|1||02125||12|2/29/2012 4:45:00 PM|4095|D|6|4|1|0|N|0|2745|1200
RN|71344675|M9500918|M15000|ACT|1650|86|The Laurels|86|3050||06082||1|2/29/2012 4:53:00 PM|1|C|4|2|2|1|Y|2|0|2136
RN|71344681|TEAM0240|BB6540|ACT|2600|1600|Massachusetts Avenue|605|13||02138||6|2/29/2012 5:32:00 PM|63|C|4|2|2|0|Y|1|0|1114
RN|71344684|BB910710|AC1263|ACT|1250|40|Ellis St|2|185||02301||3|3/3/2012 9:56:00 AM|7|D|5|3|1|0|Y|1|99999|1260
RN|71344686|BB923119|BB8079|ACT|795|36|Grosvenor st|3|401||01610||9|3/20/2012 5:51:00 PM|511|D|5|2|1|0||1|4050|750
RN|71344697|H3587723|H95136|ACT|700|65|Main Street|14|454||01453||5|2/29/2012 5:17:00 PM|31|D|3|1|1|0|N|0|21837|380
RN|71344698|H3587723|H95136|ACT|650|65|Main Street|35|454||01453||5|2/29/2012 5:17:00 PM|31|D|3|1|1|0|N|0|21837|380
RN|71344734|BB808743|BB4080|ACT|5750|37|Chestnut St|37|56||02481||4|2/29/2012 6:48:00 PM|15|A|9|4|2|1|Y|4|20889|2988
RN|71344745|CT004217|BB7010|ACT|800|114|Perry Street|2|2012||02863||5|2/29/2012 7:17:00 PM|31|D|6|3|1|0||2|4835|1072
RN|71344749|BB302401|BB2051|ACT|1400|426|Old connecticut Path|R|52||01778||1|3/1/2012 11:04:00 AM|1|A|4|1|1|0||2|50000|650
RN|71344752|BB800449|BB5186|PCG|1850|31|Crest|B|22||02150||9|2/29/2012 7:36:00 PM|511|C|9|2|2|0|Y|1|7405|1700
RN|71344798|A0000426|A29901|ACT|2000|196|Old Ocean St|1|208||02050||5|2/29/2012 10:20:00 PM|31|A|7|3|2|1|Y|6|1.2|1989
RN|71344799|CT002554|BB5174|ACT|1195|165|Main St|5|65||01754||6|2/29/2012 9:40:00 PM|63|D|6|4|1|0|N|2|11761|1200
RN|71344802|B8001375|BB9088|ACT|4500|10|Rogers St|PH19|13|ECM|02142||10|3/14/2012 5:55:00 PM|1023|C|4|2|2|1|Y|1|9999|1461
RN|71344807|BB802031|BB8150|ACT|1600|479|County Street|479|173||02780||3|2/29/2012 10:00:00 PM|7|B|5|3|1|1||2|0|1400
RN|71344814|BB803114|BB5962|ACT|3000|29|Monomoy Rd|29|108|HPT|02646||26|2/29/2012 10:36:00 PM|67108863|A|6|3|2|0|Y|2|20473|1754
RN|71344821|FR000043|FR0003|ACT|900|33|HOME STREET|2|161||02720||17|2/29/2012 11:20:00 PM|131071|D|4|2|1|0|N|1|0|960
RN|71344862|A0000534|A98038|ACT|950|20|Pleasant St.|3|201||02025||0|3/1/2012 6:42:00 AM|0|D|4|1|1|0|N|2|4800|700
RN|71344940|D0004016|D49801|ACT|1200|57|Methuen Street|2|372||01850||1|3/1/2012 9:27:00 AM|1|D|6|3|1|0|N|0|7655|1100
RN|71344992|NB114002|BB3537|ACT|1250|643|River Rd|643|160||02790||7|3/1/2012 11:34:00 AM|127|A|6|4|2|0||4|78408|1139
RN|71345038|BB700350|NB9176|ACT|2400|244|Brighton Ave.|#405|1|010|02134||1|3/1/2012 10:55:00 AM|1|C|3|1|1|0|N|1|99999|950
RN|71345068|NB114002|BB3537|ACT|10000|38|Cherry and Webb Lane|38|160||02790||21|3/1/2012 11:20:00 AM|2097151|A|7|5|2|0|Y|6|1.38|1944
RN|71345107|C8001168|C95171|ACT|1400|2|Central Street|17|329||01938||7|3/23/2012 1:40:00 PM|127|C|3|0|0|1|N|0|0|2439
RN|71345118|D0003536|D95047|ACT|1650|241|Wellman Avenue|241|376||01863||18|3/5/2012 11:12:00 AM|262143|C|6|2|1|1|N|2|0|1148
RN|71345121|C5483452|C95260|ACT|1750|387|essex St|1|316||01970||23|3/6/2012 2:01:00 PM|8388607|C|4|2|1|1|Y|2|5000|1350
RN|71345127|BB921118|BB9090|ACT|2150|9-11|Winslow Road|11|43||02478||24|3/23/2012 11:53:00 AM|16777215|B|6|3|1|0||2|5357|1200
RN|71345163|NB900211|NB9176|ACT|3500|70|LINCOLN|L618|1|112|02111||1|3/1/2012 12:49:00 PM|1|C|4|2|2|0|Y|0|1140|1140
RN|71345173|NB114002|BB3537|ACT|1800|86|River Rd|86|160||02790||8|3/1/2012 1:02:00 PM|255|A|4|3|2|0||4|191054|1743
RN|71345175|BB921294|A90089|ACT|1600|121|Nantasket Ave.|404|196||02045||1|3/1/2012 1:13:00 PM|1|C|5|2|2|0|Y|1|0|1265
RN|71345198|A0000304|A95035|ACT|3000|1|Mill Wharf Plaza,S-23|S-23|202||02066||12|3/1/2012 1:26:00 PM|4095|C|5|2|2|0|Y|1|0|1300
RN|71345234|FR000046|FR0014|ACT|1700|1681|HIGHLAND AVENUE|1|161||02720||1|3/1/2012 2:02:00 PM|1|A|7|3|2|0|N|3|8780|2110
RN|71345235|BB985462|BB5082|ACT|2500|191|Waverley Oaks Rd|191|40||02452||11|3/1/2012 2:02:00 PM|2047|A|8|4|2|0|N|3|10000|1407
RN|71345259|M9502624|M12800|ACT|1700|114|Marengo Park|N/A|839|840|01108||1|3/1/2012 2:21:00 PM|1|A|10|5|2|1|N|3|0.19|3151
RN|71345357|BB809422|NB4363|ACT|1600|509|Dongary Rd|509|184||02375||7|3/6/2012 10:43:00 AM|127|C|5|2|1|1||2|0|1353
RN|71345419|CT002937|NB3599|ACT|2400|45|Belmont St|2|1|018|02129||5|3/1/2012 4:32:00 PM|31|C|5|2|1|0|N|1|99999|725
RN|71345435|D0004743|D44901|ACT|3200|129|Westview Road|129|372|HIG|01851||4|3/1/2012 4:43:00 PM|15|A|13|5|2|1||6|36356|3546
RN|71345462|TM006118|BB3041|ACT|2900|46|Miller's Brook Drive|1|2013||02864||29|3/1/2012 5:28:00 PM|536870911|A|10|3|3|1|Y|6|0.32|3405
RN|71345487|CT002531|AC1533|ACT|1600|304|Neponset Ave.|1|1|05Q|02122||20|3/1/2012 6:10:00 PM|1048575|B|6|4|1|0||4|99999999|1200
RN|71345509|BB980675|AC1248|ACT|2350|816|Heath St|1|12||02467||1|3/1/2012 6:45:00 PM|1|D|6|3|2|0|Y|2|7689|1375
RN|71345513|TEAM0130|C70100|ACT|1950|25|Central St|0|311|30H|01906||1|3/6/2012 10:18:00 AM|1|A|7|3|1|1||4|21780|1520
RN|71345515|A0000580|A47101|BOM|1650|1105|TUCKERS LANE|1105|200||02043||1|3/4/2012 2:09:00 PM|1|C|5|2|2|0|Y|1|58|1002
RN|71345546|C9501019|C95168|ACT|4200|42|Pequossett|1|107|NFA|02556||8|3/1/2012 8:35:00 PM|255|A|11|5|2|0|N|8|0.98|4200
RN|71345588|NB111861|BB9131|ACT|12500|1|Nichols Lane|1|313||01940||22|3/1/2012 11:36:00 PM|4194303|A|12|4|4|2|Y|25|9.43|8517
RN|71345600|A0001648|BB9956|ACT|1500|29|W. Tremlett|2/F|1||02124||6|3/3/2012 12:11:00 PM|63|D|6|3|1|0||0|2717|1300
RN|71345624|B0447974|B13601|ACT|1500|55|Crystal|2|306||02176||13|3/2/2012 8:07:00 AM|8191|D|4|2|1|0|N|1|3780|1090
RN|71345646|BB802119|BB2435|ACT|5000|47|Laurel Ave|0|56||02481||11|3/2/2012 9:14:00 AM|2047|A|9|5|3|1|Y|4|10045|2822
RN|71345647|BB90252|NB4275|ACT|1900|23|Pine|3|13||02139||0|3/2/2012 9:16:00 AM|0|D|5|2|1|0||0|5000|1000
RN|71345682|H4487250|H95149|EXT|800|23|HOBSON STREET|1|455||01420||4|3/2/2012 10:15:00 AM|15|D|5|2|1|0||2|5000|1360
RN|71345697|FR000761|FR0177|ACT|900|1856-1858|Shawmut Ave|2|156||02740||8|3/2/2012 10:33:00 AM|255|B|4|2|1|1||4|15544|1092
RN|71345703|H8000192|AC1949|ACT|600|237|water st.|3L|404||01510||3|3/5/2012 4:07:00 PM|7|D|1|1|1|0||2|0|0
RN|71345712|BB910247|NB4409|EXT|900|44-46|Wayne St|46|839||01118||10|3/2/2012 11:04:00 AM|1023|D|6|2|1|0|N|2|6000|1222
RN|71345720|BB982902|BB9987|ACT|2000|5|Freemens Cir|1|162|ASO|02702||4|3/2/2012 11:21:00 AM|15|A|6|3|2|1|Y|6|12197|2238
RN|71345722|BB802351|B95110|ACT|2500|13|Hamilton Rd|0|105|DPT|02639||15|3/2/2012 11:24:00 AM|32767|A|9|6|1|1||6|6534|1850
RN|71345741|BB980452|AC0919|ACT|1275|1325|Worcester Rd|D8|46||01701||13|3/26/2012 12:04:00 PM|8191|C|4|2|1|1|N|2|0|700
RN|71345761|A8002175|A95582|ACT|2200|1|Katies Way|0|115|ESA|02537||5|3/2/2012 12:15:00 PM|31|A|7|3|3|1||4|0.46|1999
RN|71345779|NB900211|NB9176|EXT|3600|70|LINCOLN|312|1|112|02111||1|3/2/2012 12:41:00 PM|1|C|4|2|2|0|Y|0|1137|1137
RN|71345788|TEAM0438|AC0645|ACT|1400|247|Allen St|247|853||01028||7|3/2/2012 12:51:00 PM|127|A|5|2|1|0|N|6|0.94|1120
RN|71345793|CT004765|FR0235|ACT|500|224|Plain St|2|161|11I|02723||8|3/2/2012 12:59:00 PM|255|D|4|0|1|0||0|3485|790
RN|71345818|BB801927|BB0950|ACT|3500|11|Sheffield|11|40||02451||13|3/5/2012 1:03:00 PM|8191|A|10|3|2|1|Y|4|8860|1800
RN|71345819|A8002175|A95582|ACT|3000|40|Melissa Lane|0|101|COT|02635||16|3/2/2012 1:36:00 PM|65535|A|9|3|2|1||3|1.02|3628
RN|71345837|A8002175|A95582|ACT|2500|86|Dillingham|0|115|SAW|02563||11|3/2/2012 2:04:00 PM|2047|A|6|3|3|1||2|0.24|2635
RN|71345852|A9500009|BB2685|ACT|1425|801|Washington st|2|207||02359||7|3/5/2012 7:51:00 PM|127|C|6|2|1|1|N|2|10000|1600
RN|71345857|BB985098|BB9571|ACT|975|117|Central Street|E-1|58||01720||14|3/2/2012 2:31:00 PM|16383|D|3|2|1|0|N|0|0|760
RN|71345887|BB904589|AC1947|ACT|2100|40|Staffordshire Lane|40|62|08H|01742||0|3/2/2012 3:08:00 PM|0|B|6|3|2|1|N|2|80000|1800
RN|71345891|M0000244|AC0643|ACT|1500|2205|Boston Rd.|M125|855||01095||5|3/12/2012 6:06:00 PM|31|C|5|2|1|2|N|2|0|1356
RN|71345918|BB700499|BB5914|PCG|1850|56|Arlene DR|1|1166||03076||1|3/2/2012 3:49:00 PM|1|A|7|3|1|1|N|4|43560|2026
RN|71345935|BB980400|BB2435|ACT|3500|54|Park Avenue|0|50||01760||20|3/2/2012 4:04:00 PM|1048575|B|7|4|1|1|N|2|0|3000
RN|71345990|BB805653|BB7158|ACT|5500|376|West Broadway|1|1||02127||2|3/2/2012 5:30:00 PM|3|C|5|1|1|1||1|6000|2200
RN|71345997|CT005900|BB5919|ACT|4500|328|Dartmouth St|1|1|101|02116||19|3/2/2012 5:38:00 PM|524287|C|4|2|2|0||1|996|996
RN|71346014|BB804859|BB6860|ACT|1100|32|Lothrop Street|1|192||02072||16|3/2/2012 6:12:00 PM|65535|D|4|2|1|0|N|3|9208|800
RN|71346020|A9500304|A23861|ACT|1200|60|Pearl St.|2|180||02346||8|3/2/2012 6:33:00 PM|255|D|5|2|1|0|N|2|10000|1000
RN|71346026|BB901583|BB4025|ACT|1000|10|Broad|A|35||02053||6|3/2/2012 6:56:00 PM|63|D|5|3|1|0|N|2|10000|1000
RN|71346033|BB904851|BB9115|ACT|3300|1001|Marina Dr|608|195||02171||30|3/7/2012 9:44:00 AM|1073741823|C|5|2|2|0|Y|0|1634|1634
RN|71346060|K9520709|K95416|ACT|1600|3605|Knightsbridge Close|3605|401||01609||11|3/2/2012 9:37:00 PM|2047|B|6|2|2|1|Y|2|0|1453
RN|71346075|A8001770|A98038|ACT|7500|19|Glades Rd|19|202||02066||12|3/2/2012 10:32:00 PM|4095|A|14|6|4|1|Y|10|17076|5196
RN|71346084|D0000805|D09201|ACT|1000|353|Pawtucket Blvd.|1|372|PAW|01854||3|3/4/2012 12:35:00 PM|7|C|4|2|1|0||2|999|765
RN|71346087|B0326552|B30601|ACT|1350|295|Main St|16|304||01867||10|3/17/2012 7:09:00 PM|1023|C|4|2|1|0|N|1|0|782
RN|71346094|BB954705|AC1925|ACT|1700|146|Stanwood|#3|1|002|02121||5|3/4/2012 4:18:00 PM|31|B|7|5|1|0||0|4075|1700
RN|71346110|BB901583|BB4025|ACT|1100|4|Woodland St|0|435||01588||5|3/3/2012 7:35:00 AM|31|B|5|3|1|0||2|8305|1240
RN|71346134|BB301873|BB0465|ACT|1700|574|Shirely|2|21||02152||4|3/3/2012 9:10:00 AM|15|D|4|2|2|0|Y|1|7000|1250
RN|71346141|CT003272|BB3298|ACT|875|53|Swanson Court|12C|60||01719||5|3/3/2012 9:45:00 AM|31|C|4|2|1|0||2|0|830
RN|71346142|CT003272|BB3298|ACT|875|52|Swanson Court|16B|60||01719||5|3/3/2012 9:45:00 AM|31|C|4|2|1|0||2|0|830
RN|71346158|K9500627|AC1732|ACT|1900|2|Strawberry Ln|2F|49||01749||1|3/6/2012 9:54:00 AM|1|B|6|2|2|0||1|0|1838
RN|71346172|G9500141|G95207|ACT|950|100|Railroad Ave|1|345||01952||6|3/3/2012 11:47:00 AM|63|A|3|2|1|0|N|2|3100|560
RN|71346178|BB981547|AC0754|ACT|1200|1061|Pinder St|0|6046||32725||2|3/3/2012 12:21:00 PM|3|A|5|3|2|0|Y|4|14000|1800
RN|71346186|NB110486|NB2208|ACT|4000|14|Parker St|0|407|32F|01772||30|3/3/2012 12:48:00 PM|1073741823|A|10|4|3|1|Y|10|40075|3693
RN|71346188|BB301815|BB3446|ACT|900|6|pleasant st|2|170||02766||1|3/3/2012 12:58:00 PM|1|D|3|1|1|0|N|2|0|0
RN|71346198|K8001639|K80036|ACT|975|3|Thayer Pond|15|431||01540||9|3/6/2012 3:29:00 PM|511|C|5|2|1|0|N|1|0|800
RN|71346226|BB953961|BB1494|ACT|1750|5090|Washington Street|3|1|009|02132||6|3/3/2012 2:51:00 PM|63|C|6|3|1|0|N|2|1322|1322
RN|71346230|K9502123|AC1950|ACT|895|50|Blackstone River Road|2|401|QUV|01607||9|3/3/2012 3:10:00 PM|511|D|4|2|1|0|N|2|9000|920
RN|71346246|E9500158|E95047|ACT|2250|11|Hitching Post Ln|11|406||01532||5|3/3/2012 4:29:00 PM|31|B|8|3|2|1||3|242194|2000
RN|71346251|E9500158|E95047|ACT|2500|550|Pleasant St|310|21||02152||7|3/3/2012 4:48:00 PM|127|B|6|2|2|0||2|9999|1471
RN|71346268|BB981045|BB3351|ACT|850|65|Curve Street|3|36||02054||1|3/20/2012 10:32:00 AM|1|D|3|1|1|0||1|0|800
RN|71346288|BB803449|BB3375|ACT|1200|26|Carver St|2nd|401||01604||11|3/3/2012 8:28:00 PM|2047|B|6|3|1|1|Y|2|10000|1307
RN|71346307|NB900464|AC1895|ACT|950|22-24|Main St|22B|362|DTW|01845||5|3/4/2012 1:45:00 AM|31|D|3|1|0|0|N|2|7405|950
RN|71346319|K8001746|K95570|ACT|950|541|Park Ave|3|401||01603||1|3/4/2012 9:13:00 AM|1|D|6|3|1|0||2|6038|1300
RN|71346331|K0001589|H34700|ACT|1000|162|Water Street|1|404||01510||0|3/4/2012 10:27:00 AM|0|D|5|2|1|0|N|2|10465|1200
RN|71346337|BB985461|AC0499|ACT|1800|57|Harbor View St|2|1||02125||10|3/7/2012 1:00:00 PM|1023|C|5|2|1|0||0|1189|1055
RN|71346339|CT000659|AC1355|ACT|3000|239|Phillips Rd|0|115||02563||17|3/12/2012 2:10:00 PM|131071|A|6|4|1|1|Y|4|19602|720
RN|71346347|C9545620|M95385|ACT|900|9|Fairview|1|318||01945||1|3/16/2012 12:50:00 PM|1|D|3|1|1|0|N|1|4000|600
RN|71346354|K8002029|K01104|ACT|1150|20|N. Woodford|1|401||01604||1|3/5/2012 3:49:00 PM|1|D|5|3|2|0|Y|1|6183|1200
RN|71346364|BB985461|AC0499|ACT|1400|754-760|Washington St|3|1||02124||14|3/4/2012 1:20:00 PM|16383|D|5|2|1|0||0|5668|900
RN|71346371|NB113034|NB3715|ACT|8500|4|Battery Wharf|4603|1|106|02109||3|3/4/2012 1:53:00 PM|7|C|4|2|2|1|Y|1|0|1819
RN|71346408|B9500873|B95099|ACT|2800|102|Pierce St.|0|15|FDL|02148||17|3/10/2012 12:10:00 PM|131071|A|8|4|1|1|N|2|0|1800
RN|71346414|C8001168|C95171|ACT|1600|2|South Main Street|2|329||01938||10|3/9/2012 1:44:00 PM|1023|C|2|0|0|1||0|0|1296
RN|71346422|BB302375|BB9805|ACT|950|7|Plain Street|2|441||01757||6|3/4/2012 7:03:00 PM|63|D|4|2|1|0|N|2|14424|0
RN|71346426|NB113547|AC0273|ACT|1090|393|Washington|1|194||02184||12|3/4/2012 7:14:00 PM|4095|D|3|1|1|0||1|999999|99999
RN|71346435|K9502279|BB3170|ACT|1700|18|Blithewood Terrace|18|401||01604||16|3/5/2012 6:22:00 PM|65535|B|7|3|2|1|Y|4|4495|1776
RN|71346438|D0000463|G80003|ACT|1170|24|Walden Dr|16|50||01760||8|3/5/2012 3:14:00 PM|255|C|4|1|1|0|N|1|0|600
RN|71346440|BB903113|BB5398|ACT|900|71B|Nicholas|B|46||01701||8|3/4/2012 8:04:00 PM|255|C|3|1|1|0|N|2|0|650
RN|71346453|C9500272|C95039|ACT|1400|19|BROAD STREET|203|351||01860||11|3/4/2012 8:42:00 PM|2047|C|5|2|2|0|Y|1|0|1286
RN|71346454|BB809233|B99241|ACT|1800|47|Mystic St.|5C|42||02476||9|3/4/2012 8:58:00 PM|511|C|4|2|1|0||1|0|895
RN|71346460|BB812099|NB9588|ACT|1550|16|N Munroe Ter|3|1|05Q|02122||16|3/4/2012 9:04:00 PM|65535|C|5|2|1|0||1|9999|9999
RN|71346462|BB302375|BB9805|ACT|1600|32|Daniels|32|440||01747||16|3/4/2012 9:53:00 PM|65535|A|8|3|2|0|N|5|11920|1584
RN|71346529|NB110172|AC0080|ACT|3850|64|Commonwealth Ave|3|1|101|02116||8|3/7/2012 11:53:00 AM|255|C|4|1|1|0||1|0|725
RN|71346551|C0001648|AC1097|ACT|3300|41|Mansion Drive|1|341||01969||20|3/5/2012 9:47:00 AM|1048575|A|7|3|2|1|Y|5|2150000|2500
RN|71346552|BB302248|BB6640|ACT|500|25|Augustine|3|185||02301||22|3/5/2012 9:48:00 AM|4194303|A|1|1|1|0||1|6000|200
RN|71346567|D0008815|BB5325|ACT|1625|609|Wellman Ave|609|376||01863||8|3/5/2012 10:05:00 AM|255|B|7|2|1|1|N|2|0|1166
RN|71346572|B8000617|B95113|ACT|1000|410|Boston Rd.|Apt. # 1|374||01821||8|3/5/2012 5:33:00 PM|255|D|4|2|1|0|N|2|0|660
RN|71346580|H7542333|H95001|ACT|1500|87|Union St|1|454||01453||26|3/5/2012 10:58:00 AM|67108863|D|6|2|2|0|Y|2|20195|2200
RN|71346583|G0001883|G61700|ACT|995|440|North Avenue|51|352||01830||8|3/6/2012 12:04:00 PM|255|C|4|2|1|0|N|2|999999|847
RN|71346592|C8001252|C95900|ACT|2500|79|Main st.|3|327||01966||15|3/5/2012 10:34:00 AM|32767|D|3|2|1|0||1|0|1000
RN|71346608|BB980040|BB1496|ACT|850|14|West St.|2|182||02333||6|3/8/2012 9:07:00 AM|63|D|3|1|1|0|N|2|6273|900
RN|71346619|G0001787|G95022|ACT|2400|2201|Salem St|0|362||01845||3|3/5/2012 11:09:00 AM|7|A|8|4|2|1|Y|4|43560|2464
